buy_date,ret,n,codes,names,categories,sell_date,open_pct,score,win
20241219,-0.10368138863367887,2,"002076,600283","星光股份,钱江水利","一进二,首板",20241223,0.8357486375549117,46.0,False
20241224,0.10055617122990007,2,"002617,000759","露笑科技,中百集团","二进三,首板",20241226,-0.4014571006714318,41.0,True
20241227,-0.054968663103084514,2,"603721,002209","中广天择,达 意 隆",首板,20241231,0.5633862706254544,52.0,False
20250102,0.01915286411158701,2,"002449,000852","国星光电,石化机械",首板,20250106,0.28985507246377384,41.0,True
20250107,0.034063858695652094,2,"603803,002127","瑞斯康达,南极电商",首板,20250109,-0.8151038869595284,43.0,True
20250110,-0.015496044938667908,2,"600807,603915","济高发展,国茂股份","二进三,首板",20250114,0.6644518272425293,53.0,False
20250115,-0.02025709313586327,2,"000715,605086","中兴商业,龙高股份",首板,20250117,1.045197133522524,62.0,False
20250120,-0.11386666142914498,2,"600724,000995","宁波富达,皇台酒业","一进二,首板",20250122,0.3306299833659987,60.0,False
20250123,-0.018030797101449225,2,"002127,002483","南极电商,润邦股份","一进二,首板",20250127,-0.4119669851490648,54.0,False
20250205,0.021991673257000077,2,"600300,603955","维维股份,大千生态","一进二,首板",20250207,0.1385262914425145,57.0,True
20250210,0.10617291066282414,2,"002036,002520","联创电子,日发精机",二进三,20250212,0.13428827215755668,70.0,True
20250213,0.013553387776491843,2,"000042,002765","中洲控股,蓝黛科技",首板,20250217,-0.19242341852455658,43.0,True
20250218,-0.020605618337939224,2,"000691,000710","亚太实业,贝瑞基因","二进三,首板",20250220,0.7615230460921829,49.0,False
20250221,-0.002433551488066176,2,"001314,603758","亿道信息,秦安股份","一进二,首板",20250225,1.5600440237892754,61.0,False
20250226,-0.07258020414669669,2,"603150,603086","万朗磁塑,先达股份",首板,20250228,0.19687378089867646,52.0,False
20250303,-0.035650131423717424,2,"603690,603579","至纯科技,荣泰健康","一进二,首板",20250305,0.48187005411803874,60.0,False
20250306,0.015854151603622968,2,"002418,001380","康盛股份,华纬科技","一进二,首板",20250310,0.8093397277527559,63.0,True
20250311,0.1518261997900155,2,"002196,002846","方正电机,英联股份","一进二,二进三",20250313,1.1374283677509145,64.0,True
20250314,0.016261892666642408,2,"000813,603859","德展健康,能科科技","一进二,首板",20250318,1.2407093559848148,54.0,True
20250319,0.026639776265713344,2,"600610,002580","中毅达,圣阳股份","一进二,二进三",20250321,0.9288202425096759,66.0,True
20250324,0.16366450871587906,2,"603011,600156","合锻智能,华升股份",首板,20250326,1.2499569046424241,40.0,True
20250327,-0.08510422285811742,2,"600480,002527","凌云股份,新时达",首板,20250331,-1.0132628894046314,37.0,False
20250401,-0.040037424334396776,2,"002657,600797","中科金财,浙大网新",首板,20250403,-0.3846970320149745,48.0,False
20250408,0.09832332155477014,1,603221,爱丽家居,二进三,20250410,0.0,58.0,True
20250411,-0.030995842173474508,2,"605080,603277","浙江自然,银都股份",一进二,20250415,0.4355211009973492,69.0,False
20250416,-0.04612242562929064,2,"603335,002793","迪生力,罗欣药业",一进二,20250418,0.22988505747126853,67.0,False
20250421,0.015635351249772278,2,"601798,002204","蓝科高新,大连重工","二进三,首板",20250423,-0.41899441340782495,59.0,True
20250424,-0.02854663553185144,2,"603890,603416","春秋电子,信捷电气","一进二,首板",20250428,0.6816350980108687,55.0,False
20250429,0.08831427859582758,2,"603315,603110","福鞍股份,东方材料",首板,20250506,-0.5281690140845063,29.0,True
20250507,-0.03126203838814684,2,"600610,002469","中毅达,三维化学",首板,20250509,0.6555916719577781,52.0,False
20250512,0.02005983561189445,2,"002164,002553","宁波东力,南方精工",首板,20250514,0.7483166301283872,46.0,True
20250515,-0.07720833333333332,2,"002562,000576","兄弟科技,甘化科工","一进二,首板",20250519,-0.45151713473461363,48.0,False
20250520,0.11469010605883112,2,"603237,601579","五芳斋,会稽山",首板,20250522,0.7387665403763899,49.0,True
20250523,-0.0178730998586743,2,"603630,600810","拉芳家化,神马股份",首板,20250527,0.08632298608473032,42.0,False
20250528,-0.021650138285262743,2,"603059,000710","倍加洁,贝瑞基因",首板,20250530,0.03417634996581986,37.0,False
20250603,0.011657894736842258,1,600658,电子城,首板,20250605,-1.2987012987013102,16.0,True
20250606,-0.09402077908291023,2,"603086,002639","先达股份,雪人集团",首板,20250610,0.45941807044410643,52.0,False
20250611,-0.09606070007955447,2,"603995,600495","甬金股份,晋西车轴","二进三,首板",20250613,-0.6865437426441745,54.0,False
20250616,0.09557412130503934,2,"002235,002383","安妮股份,合众思壮","二进三,首板",20250618,0.17167011732228676,56.0,True
20250619,0.01341313966390384,2,"002104,002537","恒宝股份,海联金汇",首板,20250623,0.49796435658660543,43.0,True
20250624,-0.0206032115060914,2,"600798,002449","宁波海运,国星光电","二进三,首板",20250626,0.07635626246526028,51.0,False
20250627,0.10797211077019914,2,"603818,002383","曲美家居,合众思壮",首板,20250701,-0.13070734769393688,45.0,True
20250702,0.010588916272356363,2,"002549,002786","凯美特气,银宝山新","一进二,二进三",20250704,0.5264068991564785,39.0,True
20250707,0.06061140780408791,2,"002721,603538","金一文化,美诺华","二进三,首板",20250709,0.534093424839488,60.0,True
20250710,-0.015909423518425003,2,"605018,603683","长华集团,晶华新材","一进二,首板",20250714,-0.5638673783926018,35.0,False
20250715,-0.0012751377164419986,2,"000777,002401","中核科技,中远海科","一进二,二进三",20250717,0.8889091489264755,71.0,False
20250718,-0.020443710267461168,2,"600620,603759","天宸股份,海天股份","二进三,首板",20250722,0.9451938403577054,56.0,False
20250723,-0.016925682351647653,2,"603590,001359","康辰药业,平安电工",首板,20250725,-0.11316899253016044,43.0,False
20250728,-0.018944185911651923,2,"002017,603090","东信和平,宏盛股份",首板,20250730,0.6511537088354613,52.0,False
20250731,0.08391383121654589,2,"601595,600117","上海电影,西宁特钢","二进三,首板",20250804,1.2089698285057127,48.0,True
20250805,0.020305920071942096,2,"002361,002669","神剑股份,康达新材",首板,20250807,0.3481894150417886,36.0,True
20250808,-0.029486168371589627,2,"603373,000710","安邦护卫,贝瑞基因",首板,20250812,-1.1508269469866272,26.0,False
20250813,-0.010947201025863662,2,"600513,603109","联环药业,神驰机电",首板,20250815,-0.34781264492194097,51.0,False
20250818,0.04850644281940392,2,"002062,002104","宏润建设,恒宝股份",首板,20250820,1.2152704776522305,56.0,True
20250821,-0.0033854334273136777,2,"002651,002826","利君股份,易明医药",首板,20250825,-1.44928966442599,43.0,False
20250826,0.005871155176077947,2,"600728,603163","佳都科技,圣晖集成","一进二,二进三",20250828,0.9303288394990838,67.0,True
20250829,0.05307006824757893,2,"603655,000796","朗博科技,凯撒旅业",首板,20250902,-0.371747211895912,45.0,True
20250903,0.015107520340255698,2,"002248,603686","华东数控,福龙马","一进二,首板",20250905,0.0,57.0,True
20250908,0.008512545255127292,2,"002654,603936","万润科技,博敏电子",首板,20250910,-1.3997732180236644,43.0,True
20250911,0.09766306569693939,2,"000880,601116","潍柴重机,三江购物","二进三,首板",20250915,1.4269443096829537,57.0,True
20250916,0.019035656484384322,2,"605133,002330","嵘泰股份,得利斯","一进二,首板",20250918,0.2310997561258854,52.0,True
20250919,0.02309646609360072,2,"603322,600749","超讯科技,西藏旅游",首板,20250923,0.7488486941095163,46.0,True
20250924,0.05670708482409059,2,"002164,002298","宁波东力,中电鑫龙",首板,20250926,-0.9649122807017574,29.0,True
20250929,-0.029509612017308395,2,"603863,603380","松炀资源,易德龙",首板,20251009,-0.359561335171088,51.0,False
20251010,-0.14439418644436808,2,"002796,603341","世嘉科技,龙旗科技","一进二,首板",20251014,-0.21520692063454194,42.0,False
20251015,-0.13014168173626695,2,"002298,603878","中电鑫龙,武进不锈",首板,20251017,0.39003072189873755,50.0,False
20251020,-0.030447149455200884,2,"002679,603017","福建金森,中衡设计",首板,20251022,1.1595776539191638,40.0,False
20251023,-0.11422461254571825,2,"600168,002307","武汉控股,北新路桥","一进二,二进三",20251027,0.2438231469440888,66.0,False
20251028,-0.06519263438598993,2,"002515,603040","金字火腿,新坐标","一进二,首板",20251030,0.07800757244239565,57.0,False
20251031,0.013335787089467754,2,"002314,605305","南山控股,中际联合",一进二,20251104,0.9460839342228744,71.0,True
20251105,-0.0043589021815622075,2,"603030,002638","全筑股份,勤上股份",首板,20251107,0.7328263353327591,40.0,False
20251110,0.08707365056029137,2,"603861,002196","白云电器,方正电机","二进三,首板",20251112,0.18443449253403021,55.0,True
