open_lo,open_hi,lbc_lo,lbc_hi,zbc_max,mv_lo,mv_hi,fbt_max,plate_min,top_n,tp,sl,cost,rank,require_not_one_word,n,days,win_rate,avg_ret,sum_ret,max_dd,tp_share,in_n,in_wr,in_avg,oos_n,oos_wr,oos_avg
2.0,4.5,1,2,1,25,120,103000,2,3,0.008,0.0,0.0015,score,True,135,112,0.8814814814814815,-0.001672854125905405,-0.22583530699722967,-0.29846488114572556,0.8814814814814815,107,0.897196261682243,-7.912577438906749e-05,28,0.8214285714285714,-0.0077631731834856945
2.0,4.5,1,2,1,25,120,103000,2,3,0.008,0.0,0.0015,open_pct,True,135,112,0.8814814814814815,-0.0016728541259054051,-0.2258353069972297,-0.29846488114572556,0.8814814814814815,107,0.897196261682243,-7.91257743890671e-05,28,0.8214285714285714,-0.0077631731834856945
2.5,5.5,1,4,1,20,150,140000,1,3,0.008,0.0,0.0015,open_pct,True,1172,412,0.8813993174061433,-0.0010605812548984698,-1.2430012307410068,-0.4609846915132928,0.8813993174061433,1048,0.8826335877862596,-0.0010288875393119309,124,0.8709677419354839,-0.001328444270500828
1.5,7.0,1,3,1,20,150,140000,1,3,0.008,0.0,0.0015,score,True,1239,416,0.8813559322033898,-0.0023502139187930194,-2.911915045384551,-0.6487320818715638,0.8813559322033898,1096,0.8832116788321168,-0.0021330533569462982,143,0.8671328671328671,-0.004014605357842014
1.5,7.0,1,2,1,25,120,140000,2,2,0.008,0.0,0.0015,score,True,826,415,0.8813559322033898,-0.002327897062175572,-1.9228429733570227,-0.6829616796983023,0.8813559322033898,731,0.8837209302325582,-0.002138815797062059,95,0.8631578947368421,-0.003782827638996398
2.0,4.5,1,2,1,20,150,103000,2,1,0.008,0.0,0.0015,score,True,118,118,0.8813559322033898,-0.001206197118161753,-0.14233125994308685,-0.3364189525993141,0.8813559322033898,94,0.8936170212765957,-0.00026307642411823765,24,0.8333333333333334,-0.0049000865031655245
2.5,5.5,1,4,1,20,150,140000,2,3,0.008,0.0,0.0015,open_pct,True,1163,410,0.88134135855546,-0.0010606715477422804,-1.233561010024272,-0.45993473911043103,0.88134135855546,1048,0.8826335877862596,-0.0010288875393119309,115,0.8695652173913043,-0.0013503205984814574
2.5,5.5,1,3,1,20,150,140000,1,2,0.008,0.0,0.0015,open_pct,True,809,412,0.8813349814585909,-0.0008700758749887665,-0.7038913828659121,-0.45918361218322234,0.8813349814585909,719,0.8803894297635605,-0.0008964125524942244,90,0.8888888888888888,-0.0006596750846951667
2.5,5.5,1,3,1,20,150,140000,1,2,0.008,0.0,0.0015,score,True,809,412,0.8813349814585909,-0.002268419931423589,-1.8351517245216837,-0.6528920211951226,0.8813349814585909,719,0.8831710709318498,-0.002069304648549282,90,0.8666666666666667,-0.003859129802386116
2.5,5.5,1,2,1,20,150,140000,2,2,0.008,0.0,0.0015,score,True,800,410,0.88125,-0.0020753854686870886,-1.660308374949671,-0.6154044325469167,0.88125,715,0.8839160839160839,-0.0018343189154724012,85,0.8588235294117647,-0.004103180592787109
2.5,5.5,1,3,1,25,120,140000,1,2,0.008,0.0,0.0015,open_pct,True,791,409,0.8811630847029077,-0.000967850718682957,-0.765569918478219,-0.47480051569015425,0.8811630847029077,706,0.8796033994334278,-0.0011433827601426258,85,0.8941176470588236,0.0004900977668526427
2.5,5.5,1,4,1,25,120,140000,2,3,0.008,0.0,0.0015,open_pct,True,1136,407,0.8811619718309859,-0.0011697220242140162,-1.3288042195071224,-0.45798417417756654,0.8811619718309859,1027,0.8821811100292113,-0.001142545269803116,109,0.8715596330275229,-0.001425781902929555
2.5,5.5,1,4,1,25,120,140000,1,3,0.008,0.0,0.0015,open_pct,True,1144,409,0.8811188811188811,-0.0011754759092865888,-1.3447444402238575,-0.4647269298321678,0.8811188811188811,1027,0.8821811100292113,-0.001142545269803116,117,0.8717948717948718,-0.0014645337447526205
2.0,4.5,1,2,1,25,120,103000,1,3,0.008,0.0,0.0015,open_pct,True,143,115,0.8811188811188811,-0.0015697270343493588,-0.2244709659119583,-0.2962161585344719,0.8811188811188811,107,0.897196261682243,-7.91257743890671e-05,36,0.8333333333333334,-0.0060001252236757795
2.0,4.5,1,2,1,25,120,103000,1,3,0.008,0.0,0.0015,score,True,143,115,0.8811188811188811,-0.001569727034349359,-0.22447096591195834,-0.2962161585344719,0.8811188811188811,107,0.897196261682243,-7.912577438906749e-05,36,0.8333333333333334,-0.00600012522367578
2.0,6.0,1,4,1,20,150,140000,1,3,0.008,0.0,0.0015,score,True,1219,413,0.8810500410172273,-0.0022899499147404053,-2.791448946068554,-0.6254228435569501,0.8810500410172273,1083,0.8836565096952909,-0.0020510643310381353,136,0.8602941176470589,-0.004192252026134212
2.0,6.0,1,3,1,25,120,140000,1,2,0.008,0.0,0.0015,score,True,815,411,0.8809815950920246,-0.002435937110156126,-1.9852887447772427,-0.6722451262797025,0.8809815950920246,725,0.8827586206896552,-0.0022036784566914222,90,0.8666666666666667,-0.004306909596399572
2.0,4.5,1,4,1,20,150,100000,1,1,0.012,0.0,0.0015,score,True,42,42,0.8809523809523809,0.0011392581116708741,0.04784884069017671,-0.11147850164704676,0.8809523809523809,25,0.84,-0.0011317978928099637,17,0.9411764705882353,0.004479046353554457
2.5,5.5,1,4,1,20,150,100000,2,1,0.012,0.0,0.0015,open_pct,True,42,42,0.8809523809523809,-0.00041577029181297145,-0.0174623522561448,-0.19356786866235154,0.8809523809523809,29,0.8620689655172413,-0.0012907535740757773,13,0.9230769230769231,0.001536115491696364
2.0,4.5,1,3,1,25,120,100000,1,3,0.01,0.0,0.0015,score,True,42,36,0.8809523809523809,-0.0016603693759876539,-0.06973551379148146,-0.08966149212849917,0.8809523809523809,21,0.8571428571428571,-0.0032473240664423714,21,0.9047619047619048,-7.341468553293745e-05
2.0,4.5,1,3,1,25,120,100000,1,3,0.01,0.0,0.0015,open_pct,True,42,36,0.8809523809523809,-0.0016603693759876539,-0.06973551379148146,-0.08966149212849917,0.8809523809523809,21,0.8571428571428571,-0.0032473240664423714,21,0.9047619047619048,-7.341468553293777e-05
2.5,5.5,1,4,1,20,150,100000,2,1,0.01,0.0,0.0015,score,True,42,42,0.8809523809523809,-0.0022721206474871154,-0.09542906719445884,-0.19356786866235165,0.8809523809523809,29,0.896551724137931,-0.001770024542180628,13,0.8461538461538461,-0.003392181190093898
2.0,4.5,1,4,1,20,150,100000,1,1,0.01,0.0,0.0015,open_pct,True,42,42,0.8809523809523809,-0.002653241809493461,-0.11143615599872536,-0.16676493433341222,0.8809523809523809,25,0.88,-0.0013677522158115918,17,0.8823529411764706,-0.004543667682555034
2.0,4.5,1,3,1,25,120,100000,1,3,0.008,0.0,0.0015,score,True,42,36,0.8809523809523809,-0.0034222741378924166,-0.1437355137914815,-0.12522805107069235,0.8809523809523809,21,0.8571428571428571,-0.004961609780728087,21,0.9047619047619048,-0.0018829384950567476
2.0,4.5,1,3,1,25,120,100000,1,3,0.008,0.0,0.0015,open_pct,True,42,36,0.8809523809523809,-0.0034222741378924166,-0.1437355137914815,-0.12522805107069235,0.8809523809523809,21,0.8571428571428571,-0.004961609780728087,21,0.9047619047619048,-0.0018829384950567476
2.0,4.5,1,4,1,20,150,100000,1,1,0.008,0.0,0.0015,open_pct,True,42,42,0.8809523809523809,-0.004415146571398223,-0.18543615599872537,-0.2039530147461679,0.8809523809523809,25,0.88,-0.003127752215811592,17,0.8823529411764706,-0.006308373564907975
2.0,6.0,1,2,1,25,120,140000,1,2,0.008,0.0,0.0015,score,True,813,411,0.8806888068880688,-0.0023093961917013727,-1.8775391038532159,-0.6607507658641738,0.8806888068880688,723,0.8824343015214384,-0.0020607430707845834,90,0.8666666666666667,-0.004306909596399572
2.0,4.5,1,4,1,20,150,103000,1,2,0.008,0.0,0.0015,score,True,176,136,0.8806818181818182,-0.001554703362618732,-0.27362779182089686,-0.3793865411722056,0.8806818181818182,133,0.8872180451127819,-0.0009814574800046725,43,0.8604651162790697,-0.003327766208843615
2.5,5.5,1,3,1,20,150,140000,2,2,0.008,0.0,0.0015,open_pct,True,804,410,0.8805970149253731,-0.0008772886206941119,-0.705340051038066,-0.45918361218322234,0.8805970149253731,719,0.8803894297635605,-0.0008964125524942244,85,0.8823529411764706,-0.0007155226564084559
2.5,5.5,1,3,1,20,150,140000,2,2,0.008,0.0,0.0015,score,True,804,410,0.8805970149253731,-0.002284328846634126,-1.8366003926938375,-0.6528920211951226,0.8805970149253731,719,0.8831710709318498,-0.002069304648549282,85,0.8588235294117647,-0.004103180592787109
2.0,6.0,1,4,1,25,120,100000,1,3,0.008,0.0,0.0015,score,True,67,53,0.8805970149253731,-0.003436998909045395,-0.23027892690604146,-0.15100744798112442,0.8805970149253731,35,0.8857142857142857,-0.0025250647979311314,32,0.875,-0.0044344268430766215
2.5,5.5,1,2,1,25,120,140000,1,2,0.008,0.0,0.0015,open_pct,True,787,409,0.8805590851334181,-0.0009771218081984323,-0.7689948630521662,-0.4748005156901536,0.8805590851334181,702,0.8789173789173789,-0.0011547766000493463,85,0.8941176470588236,0.0004900977668526427
2.5,5.5,1,4,1,20,150,140000,1,3,0.008,0.0,0.0015,score,True,1172,412,0.8805460750853242,-0.002063066231119794,-2.4179136228723985,-0.588615884485173,0.8805460750853242,1048,0.8826335877862596,-0.0019507115327156944,124,0.8629032258064516,-0.0030126446498899228
2.5,5.5,1,4,1,20,150,140000,2,3,0.008,0.0,0.0015,score,True,1163,410,0.880481513327601,-0.002070914361268842,-2.4084734021556633,-0.587814545944721,0.880481513327601,1048,0.8826335877862596,-0.0019507115327156944,115,0.8608695652173913,-0.003166327964083611
1.5,7.0,1,4,1,25,120,140000,2,3,0.008,0.0,0.0015,score,True,1229,415,0.8803905614320586,-0.002097931814374503,-2.578358199866264,-0.6176550855344194,0.8803905614320586,1090,0.8825688073394495,-0.0019867302980944085,139,0.8633093525179856,-0.002969943704628488
1.5,7.0,1,3,1,25,120,140000,2,2,0.008,0.0,0.0015,score,True,827,415,0.8802902055622733,-0.0025994165367037554,-2.149717475854006,-0.7107290090107659,0.8802902055622733,732,0.8825136612021858,-0.0024458317624991093,95,0.8631578947368421,-0.003782827638996398
2.5,5.5,1,3,1,25,120,140000,2,2,0.008,0.0,0.0015,open_pct,True,785,407,0.8802547770700637,-0.000985373995732959,-0.7735185866503729,-0.47480051569015425,0.8802547770700637,706,0.8796033994334278,-0.0011433827601426258,79,0.8860759493670886,0.0004267043292445678
2.0,6.0,1,3,1,25,120,140000,2,2,0.008,0.0,0.0015,score,True,810,410,0.8802469135802469,-0.0023638381573819005,-1.9147089074793393,-0.652705174979231,0.8802469135802469,725,0.8827586206896552,-0.0022036784566914222,85,0.8588235294117647,-0.0037299061926830412
2.0,4.5,1,2,1,20,150,140000,2,2,0.008,0.0,0.0015,score,True,793,408,0.880201765447667,-0.0013673142817196803,-1.0842802254037065,-0.5163047579159142,0.880201765447667,708,0.885593220338983,-0.0009609587957165026,85,0.8352941176470589,-0.004752016447487325
2.0,6.0,1,4,1,20,150,140000,2,3,0.008,0.0,0.0015,score,True,1210,412,0.8801652892561983,-0.0023383193045418372,-2.8293663584956232,-0.623848402655018,0.8801652892561983,1083,0.8836565096952909,-0.0020510643310381353,127,0.8503937007874016,-0.004787903054971044
2.0,4.5,1,3,1,25,120,103000,2,3,0.008,0.0,0.0015,score,True,150,121,0.88,-0.0020519873332082213,-0.3077980999812332,-0.36758320173390235,0.88,118,0.8898305084745762,-0.000986688566471472,32,0.84375,-0.0059802765355499825
2.0,4.5,1,3,1,25,120,103000,2,3,0.008,0.0,0.0015,open_pct,True,150,121,0.88,-0.0020519873332082218,-0.30779809998123325,-0.36758320173390235,0.88,118,0.8898305084745762,-0.0009866885664714714,32,0.84375,-0.0059802765355499825
2.0,6.0,1,3,1,25,120,100000,1,1,0.008,0.0,0.0015,open_pct,True,50,50,0.88,-0.0033383795264756255,-0.16691897632378128,-0.1919409759808759,0.88,33,0.8787878787878788,-0.0030720384220481694,17,0.8823529411764706,-0.0038553946115406873
2.0,6.0,1,4,1,25,120,100000,2,1,0.008,0.0,0.0015,open_pct,True,50,50,0.88,-0.003338379526475626,-0.1669189763237813,-0.18668859232475166,0.88,35,0.8857142857142857,-0.0025250647979311314,15,0.8666666666666667,-0.005236113893079445
2.0,6.0,1,3,1,25,120,100000,1,1,0.008,0.0,0.0015,score,True,50,50,0.88,-0.003769261340498187,-0.18846306702490934,-0.2204484615690817,0.88,33,0.8787878787878788,-0.0030720384220481694,17,0.8823529411764706,-0.00512269406454822
2.0,6.0,1,4,1,25,120,100000,2,1,0.008,0.0,0.0015,score,True,50,50,0.88,-0.0037692613404981873,-0.18846306702490936,-0.2153813765692808,0.88,35,0.8857142857142857,-0.0025250647979311314,15,0.8666666666666667,-0.006672386606487983
2.0,6.0,1,3,1,20,150,100000,2,1,0.008,0.0,0.0015,open_pct,True,50,50,0.88,-0.004172392370620503,-0.20861961853102515,-0.22239507955104743,0.88,36,0.8888888888888888,-0.0022743685535441555,14,0.8571428571428571,-0.009053025043102542
2.5,5.5,1,2,0,25,120,100000,2,1,0.008,0.0,0.0015,score,True,25,25,0.88,-0.003276370759356505,-0.08190926898391263,-0.08483333333333332,0.88,20,0.9,-0.0018258397932816577,5,0.8,-0.0090784946236559
2.0,6.0,1,2,1,25,120,140000,2,2,0.008,0.0,0.0015,score,True,808,410,0.879950495049505,-0.0022363357259347926,-1.8069592665553125,-0.6405255486507957,0.879950495049505,723,0.8824343015214384,-0.0020607430707845834,85,0.8588235294117647,-0.0037299061926830412
2.0,4.5,1,4,1,25,120,140000,1,2,0.008,0.0,0.0015,open_pct,True,791,407,0.8798988621997471,-0.00024719120100604743,-0.1955282399957835,-0.36547128600155543,0.8798988621997471,703,0.8819345661450925,-0.00015938872915211485,88,0.8636363636363636,-0.0009486132204755349
1.5,7.0,1,4,1,25,120,140000,1,3,0.008,0.0,0.0015,score,True,1232,415,0.8798701298701299,-0.002190606271146961,-2.698826926053056,-0.6358866851494245,0.8798701298701299,1090,0.8825688073394495,-0.0019867302980944085,142,0.8591549295774648,-0.0037555697262686744
2.0,4.5,1,3,1,25,120,103000,1,3,0.008,0.0,0.0015,score,True,158,124,0.879746835443038,-0.0019394541702276063,-0.3064337588959618,-0.3655560331492129,0.879746835443038,118,0.8898305084745762,-0.000986688566471472,40,0.85,-0.004750112701308202
2.0,4.5,1,3,1,25,120,103000,1,3,0.008,0.0,0.0015,open_pct,True,158,124,0.879746835443038,-0.0019394541702276067,-0.30643375889596186,-0.3655560331492129,0.879746835443038,118,0.8898305084745762,-0.0009866885664714714,40,0.85,-0.004750112701308202
2.0,4.5,1,4,1,20,150,103000,2,1,0.008,0.0,0.0015,score,True,133,133,0.8796992481203008,-0.0016864214505796274,-0.22429405292709045,-0.40759596106805185,0.8796992481203008,107,0.8878504672897196,-0.0011186166060852137,26,0.8461538461538461,-0.0040231567721527904
2.5,5.5,1,2,1,25,120,140000,2,2,0.008,0.0,0.0015,open_pct,True,781,407,0.8796414852752881,-0.0009948060579056594,-0.77694353122432,-0.4748005156901536,0.8796414852752881,702,0.8789173789173789,-0.0011547766000493463,79,0.8860759493670886,0.0004267043292445678
2.0,4.5,1,3,1,25,120,140000,1,1,0.008,0.0,0.0015,open_pct,True,407,407,0.8796068796068796,-0.0006522431925063517,-0.26546297935008517,-0.43873973373610775,0.8796068796068796,361,0.889196675900277,-0.0003009555987968112,46,0.8043478260869565,-0.0034090871344442737
2.0,4.5,1,4,1,25,120,140000,1,1,0.008,0.0,0.0015,open_pct,True,407,407,0.8796068796068796,-0.0006522431925063517,-0.26546297935008517,-0.43873973373610775,0.8796068796068796,361,0.889196675900277,-0.0003009555987968112,46,0.8043478260869565,-0.0034090871344442737
2.5,5.5,1,2,1,20,150,140000,1,2,0.008,0.0,0.0015,open_pct,True,805,412,0.8795031055900621,-0.0010444358669495714,-0.840770872894405,-0.4974790969094032,0.8795031055900621,715,0.8783216783216783,-0.0010928672940864897,90,0.8888888888888888,-0.0006596750846951667
2.0,4.5,1,3,1,20,150,140000,2,2,0.008,0.0,0.0015,score,True,796,408,0.8793969849246231,-0.0015059744761658721,-1.1987556830280341,-0.558707299474049,0.8793969849246231,711,0.8846694796061885,-0.001117910386767386,85,0.8352941176470589,-0.004752016447487325
2.5,5.5,1,2,1,20,150,140000,2,3,0.008,0.0,0.0015,open_pct,True,1152,410,0.8793402777777778,-0.0012247591914314288,-1.410922588529006,-0.46358422232096386,0.8793402777777778,1037,0.8823529411764706,-0.0010305704953938995,115,0.8521739130434782,-0.002975834650482884
1.5,7.0,1,4,1,20,150,100000,1,2,0.008,0.0,0.0015,score,True,91,73,0.8791208791208791,-0.005494069887941336,-0.49996035980266157,-0.3790557452425244,0.8791208791208791,58,0.8620689655172413,-0.007215833598547717,33,0.9090909090909091,-0.002467939729905877
2.0,4.5,1,3,1,25,120,103000,1,1,0.008,0.0,0.0015,score,True,124,124,0.8790322580645161,-0.0019638109002358623,-0.2435125516292469,-0.43106104333101836,0.8790322580645161,97,0.8865979381443299,-0.0013488518209816963,27,0.8518518518518519,-0.004173108333111937
2.0,4.5,1,3,1,25,120,140000,2,1,0.008,0.0,0.0015,open_pct,True,405,405,0.8790123456790123,-0.0006875629119755189,-0.2784629793500852,-0.445965589032548,0.8790123456790123,361,0.889196675900277,-0.0003009555987968112,44,0.7954545454545454,-0.003859500186009922
2.0,4.5,1,4,1,25,120,140000,2,1,0.008,0.0,0.0015,open_pct,True,405,405,0.8790123456790123,-0.0006875629119755189,-0.2784629793500852,-0.445965589032548,0.8790123456790123,361,0.889196675900277,-0.0003009555987968112,44,0.7954545454545454,-0.003859500186009922
2.5,5.5,1,3,1,25,120,140000,2,3,0.008,0.0,0.0015,open_pct,True,1131,407,0.878868258178603,-0.0013884946596486726,-1.5703874600626486,-0.47915833452325873,0.878868258178603,1022,0.8806262230919765,-0.0012690985581401762,109,0.8623853211009175,-0.002507970033425577
2.0,4.5,1,2,1,25,120,103000,2,2,0.008,0.0,0.0015,score,True,132,112,0.8787878787878788,-0.0018586008105850734,-0.2453353069972297,-0.3129045847134325,0.8787878787878788,105,0.8952380952380953,-0.00020444245580600212,27,0.8148148148148148,-0.008291438856948127
2.0,4.5,1,2,1,25,120,103000,2,2,0.008,0.0,0.0015,open_pct,True,132,112,0.8787878787878788,-0.0018586008105850739,-0.24533530699722975,-0.3129045847134325,0.8787878787878788,105,0.8952380952380953,-0.00020444245580600166,27,0.8148148148148148,-0.008291438856948127
2.0,4.5,1,4,0,20,150,100000,2,1,0.01,0.0,0.0015,score,True,33,33,0.8787878787878788,-0.0007530113690187913,-0.024849375177620113,-0.08966149212849939,0.8787878787878788,25,0.88,-0.0013677522158115918,8,0.875,0.0011680537772087102
2.0,4.5,1,4,0,20,150,100000,2,1,0.01,0.0,0.0015,open_pct,True,33,33,0.8787878787878788,-0.0007530113690187913,-0.024849375177620113,-0.08966149212849939,0.8787878787878788,25,0.88,-0.0013677522158115918,8,0.875,0.0011680537772087102
2.0,4.5,1,4,0,20,150,100000,2,2,0.01,0.0,0.0015,score,True,33,33,0.8787878787878788,-0.0007530113690187913,-0.024849375177620113,-0.08966149212849939,0.8787878787878788,25,0.88,-0.0013677522158115918,8,0.875,0.0011680537772087102
2.0,4.5,1,4,0,20,150,100000,2,2,0.01,0.0,0.0015,open_pct,True,33,33,0.8787878787878788,-0.0007530113690187913,-0.024849375177620113,-0.08966149212849939,0.8787878787878788,25,0.88,-0.0013677522158115918,8,0.875,0.0011680537772087102
2.0,4.5,1,4,0,20,150,100000,2,3,0.01,0.0,0.0015,score,True,33,33,0.8787878787878788,-0.0007530113690187913,-0.024849375177620113,-0.08966149212849939,0.8787878787878788,25,0.88,-0.0013677522158115918,8,0.875,0.0011680537772087102
2.0,4.5,1,4,0,20,150,100000,2,3,0.01,0.0,0.0015,open_pct,True,33,33,0.8787878787878788,-0.0007530113690187913,-0.024849375177620113,-0.08966149212849939,0.8787878787878788,25,0.88,-0.0013677522158115918,8,0.875,0.0011680537772087102
2.0,4.5,1,3,1,25,120,100000,2,1,0.01,0.0,0.0015,score,True,33,33,0.8787878787878788,-0.0007530113690187915,-0.02484937517762012,-0.09733415183787719,0.8787878787878788,21,0.8571428571428571,-0.0032473240664423714,12,0.9166666666666666,0.0036120358514724737
2.0,4.5,1,2,1,20,150,100000,2,1,0.01,0.0,0.0015,score,True,33,33,0.8787878787878788,-0.0020166671934807277,-0.06655001738486402,-0.13696353152301255,0.8787878787878788,22,0.8636363636363636,-0.0027133547906949907,11,0.9090909090909091,-0.0006232919990522008
2.0,4.5,1,3,1,25,120,100000,2,1,0.008,0.0,0.0015,score,True,33,33,0.8787878787878788,-0.002510587126594549,-0.08284937517762012,-0.12960100983379674,0.8787878787878788,21,0.8571428571428571,-0.004961609780728087,12,0.9166666666666666,0.0017787025181391402
2.0,4.5,1,4,0,20,150,100000,2,1,0.008,0.0,0.0015,score,True,33,33,0.8787878787878788,-0.002510587126594549,-0.08284937517762012,-0.11461290521916456,0.8787878787878788,25,0.88,-0.003127752215811592,8,0.875,-0.00058194622279129
2.0,4.5,1,4,0,20,150,100000,2,1,0.008,0.0,0.0015,open_pct,True,33,33,0.8787878787878788,-0.002510587126594549,-0.08284937517762012,-0.11461290521916456,0.8787878787878788,25,0.88,-0.003127752215811592,8,0.875,-0.00058194622279129
2.0,4.5,1,4,0,20,150,100000,2,2,0.008,0.0,0.0015,score,True,33,33,0.8787878787878788,-0.002510587126594549,-0.08284937517762012,-0.11461290521916456,0.8787878787878788,25,0.88,-0.003127752215811592,8,0.875,-0.00058194622279129
2.0,4.5,1,4,0,20,150,100000,2,2,0.008,0.0,0.0015,open_pct,True,33,33,0.8787878787878788,-0.002510587126594549,-0.08284937517762012,-0.11461290521916456,0.8787878787878788,25,0.88,-0.003127752215811592,8,0.875,-0.00058194622279129
2.0,4.5,1,4,0,20,150,100000,2,3,0.008,0.0,0.0015,score,True,33,33,0.8787878787878788,-0.002510587126594549,-0.08284937517762012,-0.11461290521916456,0.8787878787878788,25,0.88,-0.003127752215811592,8,0.875,-0.00058194622279129
2.0,4.5,1,4,0,20,150,100000,2,3,0.008,0.0,0.0015,open_pct,True,33,33,0.8787878787878788,-0.002510587126594549,-0.08284937517762012,-0.11461290521916456,0.8787878787878788,25,0.88,-0.003127752215811592,8,0.875,-0.00058194622279129
2.5,5.5,1,2,1,25,120,100000,1,1,0.01,0.0,0.0015,open_pct,True,33,33,0.8787878787878788,-0.002788987699278163,-0.09203659407617937,-0.19356786866235154,0.8787878787878788,20,0.85,-0.00639153558616191,13,0.9230769230769231,0.002753393665158372
2.0,4.5,1,2,1,20,150,100000,2,1,0.008,0.0,0.0015,score,True,33,33,0.8787878787878788,-0.0037742429510564854,-0.12455001738486401,-0.16781379048688683,0.8787878787878788,22,0.8636363636363636,-0.004440627517967719,11,0.9090909090909091,-0.00244147381723402
2.5,5.5,1,2,1,20,150,140000,2,2,0.008,0.0,0.0015,open_pct,True,800,410,0.87875,-0.0010527744263331984,-0.8422195410665587,-0.4974790969094032,0.87875,715,0.8783216783216783,-0.0010928672940864897,85,0.8823529411764706,-0.0007155226564084559
2.5,5.5,1,4,1,20,150,140000,1,1,0.01,0.0,0.0015,open_pct,True,412,412,0.8786407766990292,0.0008158464209907652,0.3361287254481953,-0.3524080553042772,0.8786407766990292,365,0.8712328767123287,0.00026680815408063193,47,0.9361702127659575,0.005079654238484354
2.5,5.5,1,2,1,20,150,140000,1,3,0.008,0.0,0.0015,open_pct,True,1161,412,0.8785529715762274,-0.0012402645446448093,-1.4399471363326235,-0.47367840294356756,0.8785529715762274,1037,0.8823529411764706,-0.0010305704953938995,124,0.8467741935483871,-0.002993915585557654
2.5,5.5,1,3,1,20,150,140000,2,3,0.008,0.0,0.0015,open_pct,True,1161,410,0.8785529715762274,-0.0013131954008061121,-1.5246198603358962,-0.4875123648213364,0.8785529715762274,1046,0.8814531548757171,-0.0011304004546179387,115,0.8521739130434782,-0.002975834650482884
2.5,5.5,1,2,1,20,150,140000,1,3,0.008,0.0,0.0015,score,True,1161,412,0.8785529715762274,-0.0021222566722510694,-2.4639399964834916,-0.5925395302444432,0.8785529715762274,1037,0.8813886210221794,-0.0019020381424041215,124,0.8548387096774194,-0.003963922925890458
2.5,5.5,1,4,1,25,120,140000,2,3,0.008,0.0,0.0015,score,True,1136,407,0.8785211267605634,-0.0019156096875369405,-2.1761326050419645,-0.5767528678709686,0.8785211267605634,1027,0.881207400194742,-0.0017798784519306515,109,0.8532110091743119,-0.0031944718799007754
2.5,5.5,1,4,1,25,120,140000,1,3,0.008,0.0,0.0015,score,True,1144,409,0.8784965034965035,-0.0019161475749638979,-2.192072825758699,-0.5767528678709686,0.8784965034965035,1027,0.881207400194742,-0.0017798784519306515,117,0.8547008547008547,-0.00311228765492239
2.5,5.5,1,2,1,20,150,140000,2,3,0.008,0.0,0.0015,score,True,1152,410,0.8784722222222222,-0.002130642166464198,-2.4544997757667564,-0.5917458346062021,0.8784722222222222,1037,0.8813886210221794,-0.0019020381424041215,115,0.8521739130434782,-0.00419205410516245
2.0,6.0,1,4,1,20,150,100000,1,3,0.008,0.0,0.0015,score,True,74,57,0.8783783783783784,-0.0038261505256164284,-0.2831351388956157,-0.12437305465678239,0.8783783783783784,40,0.9,-0.0013969316981897405,34,0.8529411764705882,-0.006684055028471355
2.0,6.0,1,3,1,25,120,140000,1,1,0.008,0.0,0.0015,open_pct,True,411,411,0.878345498783455,-0.0007884854847092693,-0.32406753421550966,-0.47582835318354333,0.878345498783455,365,0.8876712328767123,-0.0004582178795371867,46,0.8043478260869565,-0.0034090871344442737
2.0,6.0,1,4,1,25,120,140000,1,1,0.008,0.0,0.0015,open_pct,True,411,411,0.878345498783455,-0.0007884854847092693,-0.32406753421550966,-0.47582835318354333,0.878345498783455,365,0.8876712328767123,-0.0004582178795371867,46,0.8043478260869565,-0.0034090871344442737
2.0,4.5,1,2,1,25,120,103000,1,1,0.008,0.0,0.0015,open_pct,True,115,115,0.8782608695652174,-0.0018243483947889896,-0.20980006540073382,-0.33260486297415415,0.8782608695652174,91,0.8901098901098901,-0.0006012660887751188,24,0.8333333333333334,-0.006461868805091584
1.5,7.0,1,2,1,25,120,140000,2,3,0.008,0.0,0.0015,score,True,1223,415,0.8781684382665577,-0.0022336203411411075,-2.7317176772155745,-0.6389125333917527,0.8781684382665577,1085,0.8811059907834101,-0.0020225225770029017,138,0.855072463768116,-0.0038933382693291754
2.0,4.5,1,3,1,20,150,140000,1,1,0.008,0.0,0.0015,open_pct,True,410,410,0.8780487804878049,-0.0002457237733371209,-0.10074674706821957,-0.31421749602215887,0.8780487804878049,363,0.8842975206611571,0.0001555225450294514,47,0.8297872340425532,-0.0033447112960406497
2.0,4.5,1,4,1,20,150,140000,1,1,0.008,0.0,0.0015,open_pct,True,410,410,0.8780487804878049,-0.0002457237733371209,-0.10074674706821957,-0.31421749602215887,0.8780487804878049,363,0.8842975206611571,0.0001555225450294514,47,0.8297872340425532,-0.0033447112960406497
2.0,6.0,1,3,1,25,120,140000,2,1,0.008,0.0,0.0015,open_pct,True,410,410,0.8780487804878049,-0.0008062622785744138,-0.33056753421550966,-0.47921346565677425,0.8780487804878049,365,0.8876712328767123,-0.0004582178795371867,45,0.8,-0.0036292890707652578
2.0,6.0,1,4,1,25,120,140000,2,1,0.008,0.0,0.0015,open_pct,True,410,410,0.8780487804878049,-0.0008062622785744138,-0.33056753421550966,-0.47921346565677425,0.8780487804878049,365,0.8876712328767123,-0.0004582178795371867,45,0.8,-0.0036292890707652578
