open_lo,open_hi,lbc_lo,lbc_hi,zbc_max,mv_lo,mv_hi,fbt_max,plate_min,top_n,tp,sl,cost,rank,require_not_one_word,n,days,win_rate,avg_ret,sum_ret,max_dd,tp_share,in_n,in_wr,in_avg,oos_n,oos_wr,oos_avg
2.5,5.5,1,3,1,20,150,100000,2,3,0.008,0.0,0.0015,score,True,44,39,0.9318181818181818,0.0009452438867292579,0.041590731016087346,-0.09651380475393079,0.9318181818181818,27,0.9259259259259259,0.00033271126423581006,17,0.9411764705882353,0.0019180898165717941
2.5,5.5,1,3,1,20,150,100000,2,3,0.008,0.0,0.0015,open_pct,True,44,39,0.9318181818181818,0.0009452438867292579,0.041590731016087346,-0.09651380475393079,0.9318181818181818,27,0.9259259259259259,0.00033271126423581006,17,0.9411764705882353,0.0019180898165717941
2.5,5.5,1,4,1,25,120,100000,1,2,0.008,0.0,0.0015,score,True,44,40,0.9318181818181818,0.0009452438867292579,0.041590731016087346,-0.09651380475393079,0.9318181818181818,25,0.92,-0.00016067183462532519,19,0.9473684210526315,0.0024003961516695
2.5,5.5,1,4,1,25,120,100000,1,2,0.008,0.0,0.0015,open_pct,True,44,40,0.9318181818181818,0.0009452438867292579,0.041590731016087346,-0.09651380475393079,0.9318181818181818,25,0.92,-0.00016067183462532519,19,0.9473684210526315,0.0024003961516695
2.5,5.5,1,3,0,25,120,100000,2,1,0.008,0.0,0.0015,open_pct,True,29,29,0.9310344827586207,0.0007580415218747202,0.021983204134366885,-0.10234853924881349,0.9310344827586207,23,0.9130434782608695,-0.0007398606898101372,6,1.0,0.0065
2.5,5.5,1,2,1,20,150,100000,1,2,0.008,0.0,0.0015,score,True,43,37,0.9302325581395349,0.0008160635120020315,0.035090731016087354,-0.08483333333333332,0.9302325581395349,24,0.9166666666666666,-0.0004381998277347132,19,0.9473684210526315,0.0024003961516695
2.5,5.5,1,2,1,20,150,100000,1,2,0.008,0.0,0.0015,open_pct,True,43,37,0.9302325581395349,0.0008160635120020315,0.035090731016087354,-0.08483333333333332,0.9302325581395349,24,0.9166666666666666,-0.0004381998277347132,19,0.9473684210526315,0.0024003961516695
2.5,5.5,1,3,1,20,150,100000,2,2,0.008,0.0,0.0015,score,True,43,39,0.9302325581395349,0.0008160635120020313,0.03509073101608735,-0.09651380475393079,0.9302325581395349,27,0.9259259259259259,0.00033271126423581006,16,0.9375,0.0016317204301075313
2.5,5.5,1,3,1,20,150,100000,2,2,0.008,0.0,0.0015,open_pct,True,43,39,0.9302325581395349,0.0008160635120020313,0.03509073101608735,-0.09651380475393079,0.9302325581395349,27,0.9259259259259259,0.00033271126423581006,16,0.9375,0.0016317204301075313
2.5,5.5,1,4,1,20,150,100000,2,1,0.008,0.0,0.0015,score,True,42,42,0.9285714285714286,0.0006807316908592225,0.028590731016087348,-0.09064114448483129,0.9285714285714286,29,0.9310344827586207,0.0007580415218747196,13,0.9230769230769231,0.0005082712985938841
