max_break,first_before,vol_lo,vol_hi,mv_lo,mv_hi,auction_lo,auction_hi,range_lo,market_fb_lo,market_fb_hi,idx_open_lo,exclude_y_one_word,rank,rank_asc,top_n,tp,sl,cost,train_n,train_days,train_per_day,train_win,train_avg,train_pf,test_n,test_days,test_per_day,test_win,test_avg,test_pf,full_n,full_win,score
0,0,0.8,6.0,15.0,220.0,-0.06,0.01,0.0,20,180,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2188,442,4.950226244343892,0.47486288848263253,0.0065308409959749115,1.3357798250114836,1214,243,4.995884773662551,0.47611202635914335,0.0051667357696853,1.2817911056551414,3402,0.47530864197530864,5.2028253758567224
0,0,0.8,6.0,15.0,220.0,-0.06,0.01,0.0,15,250,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2279,462,4.932900432900433,0.4747696358051777,0.006297123814348941,1.3250788731212584,1214,243,4.995884773662551,0.47611202635914335,0.0051667357696853,1.2817911056551414,3493,0.47523618665903233,5.199927516999756
0,0,0.8,6.0,15.0,220.0,-0.06,0.01,0.02,20,180,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2186,442,4.9457013574660635,0.47483989021043,0.0064480739035227335,1.3315569141049646,1214,243,4.995884773662551,0.47528830313014825,0.0051171524386442475,1.2787037335538414,3400,0.475,5.198922142741077
0,0,0.8,6.0,15.0,220.0,-0.06,0.01,0.02,15,250,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2277,462,4.928571428571429,0.47474747474747475,0.006217459212476428,1.320997807594899,1214,243,4.995884773662551,0.47528830313014825,0.0051171524386442475,1.2787037335538414,3491,0.47493554855342307,5.196062350985566
0,0,0.8,6.0,15.0,220.0,-0.06,0.01,0.0,20,180,-0.02,True,auction_pct,True,5,0.0,0.0,0.0015,2183,441,4.950113378684807,0.47503435639028857,0.0065561800652557956,1.3371994222630916,1204,241,4.995850622406639,0.4742524916943522,0.005041170494896338,1.2737442339009035,3387,0.47475642161204606,5.1957815506084515
0,0,0.8,6.0,15.0,220.0,-0.06,0.01,0.0,15,250,-0.02,True,auction_pct,True,5,0.0,0.0,0.0015,2274,461,4.9327548806941435,0.47493403693931396,0.006320934985119408,1.326419987159082,1204,241,4.995850622406639,0.4742524916943522,0.005041170494896338,1.2737442339009035,3478,0.47469810235767684,5.19285829019584
0,0,0.8,6.0,15.0,220.0,-0.06,0.01,0.02,20,180,-0.02,True,auction_pct,True,5,0.0,0.0,0.0015,2181,441,4.945578231292517,0.47501146263182026,0.006473246463255841,1.3329668031197377,1204,241,4.995850622406639,0.473421926910299,0.004991175342168898,1.2706558965765724,3385,0.47444608567208274,5.191852445239691
0,0,0.8,6.0,15.0,220.0,-0.06,0.01,0.02,15,250,-0.02,True,auction_pct,True,5,0.0,0.0,0.0015,2272,461,4.928416485900217,0.47491197183098594,0.006241116025558592,1.322329848555972,1204,241,4.995850622406639,0.473421926910299,0.004991175342168898,1.2706558965765724,3476,0.4743958573072497,5.188967389186489
0,0,1.0,5.0,15.0,220.0,-0.06,0.01,0.0,20,180,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2178,442,4.927601809954751,0.4692378328741965,0.0053233746784700385,1.2668134966160933,1214,243,4.995884773662551,0.48352553542009885,0.00456842413401073,1.248685547294926,3392,0.47435141509433965,5.182579951668275
0,0,1.0,5.0,15.0,220.0,-0.06,0.01,0.0,15,250,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2261,461,4.9045553145336225,0.46970367094206106,0.005229626221342091,1.263281347994542,1214,243,4.995884773662551,0.48352553542009885,0.00456842413401073,1.248685547294926,3475,0.4745323741007194,5.181920808250605
0,0,0.8,6.0,20.0,150.0,-0.06,0.01,0.0,20,180,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2174,441,4.929705215419501,0.4696412143514259,0.005875894254894764,1.2997717076925601,1212,243,4.987654320987654,0.4801980198019802,0.004314246027174476,1.2345743338921769,3386,0.4734199645599527,5.176472288409009
0,0,1.0,5.0,15.0,220.0,-0.06,0.01,0.0,20,180,-0.02,True,auction_pct,True,5,0.0,0.0,0.0015,2173,441,4.927437641723356,0.4693971468016567,0.005346052017012443,1.2680255182845954,1204,241,4.995850622406639,0.48172757475083056,0.004437889493476964,1.2405248476187267,3377,0.47379330766952915,5.175490945518371
0,0,1.0,5.0,15.0,220.0,-0.06,0.01,0.0,15,250,-0.02,True,auction_pct,True,5,0.0,0.0,0.0015,2256,460,4.904347826086957,0.4698581560283688,0.005251261467072147,1.2644451481895047,1204,241,4.995850622406639,0.48172757475083056,0.004437889493476964,1.2405248476187267,3460,0.47398843930635837,5.174814468145799
0,0,1.0,5.0,15.0,220.0,-0.06,0.01,0.02,20,180,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2177,442,4.925339366515837,0.468994028479559,0.0052218314855885205,1.261652595108917,1214,243,4.995884773662551,0.4818780889621087,0.004442621563537733,1.240745840271687,3391,0.47360660572102625,5.174677671781254
0,0,1.0,5.0,15.0,220.0,-0.06,0.01,0.02,15,250,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2260,461,4.902386117136659,0.46946902654867256,0.005131770787996873,1.2582871667246964,1214,243,4.995884773662551,0.4818780889621087,0.004442621563537733,1.240745840271687,3474,0.47380541162924583,5.174071941479268
0,0,0.8,6.0,20.0,150.0,-0.06,0.01,0.0,15,250,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2259,461,4.900216919739696,0.4679061531651173,0.005635765089073261,1.288206822271929,1212,243,4.987654320987654,0.4801980198019802,0.004314246027174476,1.2345743338921769,3471,0.4721982137712475,5.171855677232843
0,0,0.8,6.0,20.0,150.0,-0.06,0.01,0.0,20,180,-0.02,True,auction_pct,True,5,0.0,0.0,0.0015,2169,440,4.929545454545455,0.4698017519594283,0.005899887087783086,1.301094549634131,1202,241,4.987551867219917,0.478369384359401,0.004240541610514821,1.2295572988546104,3371,0.47285671907445864,5.170758603272473
0,0,1.0,5.0,15.0,220.0,-0.06,0.01,0.02,20,180,-0.02,True,auction_pct,True,5,0.0,0.0,0.0015,2172,441,4.925170068027211,0.46915285451197053,0.005244285509846458,1.2628515097982402,1204,241,4.995850622406639,0.48006644518272423,0.004311042051156184,1.2325912733154227,3376,0.47304502369668244,5.167532009948462
0,0,1.0,5.0,15.0,220.0,-0.06,0.01,0.02,15,250,-0.02,True,auction_pct,True,5,0.0,0.0,0.0015,2255,460,4.9021739130434785,0.4696230598669623,0.005153198653717618,1.2594386940448146,1204,241,4.995850622406639,0.48006644518272423,0.004311042051156184,1.2325912733154227,3459,0.473258167100318,5.166909173029907
0,0,0.8,6.0,20.0,150.0,-0.06,0.01,0.0,15,250,-0.02,True,auction_pct,True,5,0.0,0.0,0.0015,2254,460,4.9,0.46805678793256433,0.005658320461169827,1.2894534221687302,1202,241,4.987551867219917,0.478369384359401,0.004240541610514821,1.2295572988546104,3456,0.47164351851851855,5.16611483972625
0,0,0.8,6.0,20.0,150.0,-0.06,0.01,0.02,20,180,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2172,441,4.925170068027211,0.46915285451197053,0.0057609754398463215,1.2940140775802313,1212,243,4.987654320987654,0.47854785478547857,0.00403343138320729,1.218927415596237,3384,0.4725177304964539,5.16428420665679
0,0,0.8,6.0,20.0,150.0,-0.06,0.01,0.02,15,250,-1.0,True,auction_pct,True,5,0.0,0.0,0.0015,2257,461,4.89587852494577,0.46743464776251664,0.005524961400718426,1.2826386006307362,1212,243,4.987654320987654,0.47854785478547857,0.00403343138320729,1.218927415596237,3469,0.47131738253098876,5.159733831437801
