cat,open_lo,open_hi,zbc_max,fbt_max,hs_max,mv_lo,mv_hi,top_n,hold_days,cost,prefer_open,n,days,win_rate,avg_ret,median_ret,comp_ret,max_dd,raw_n,raw_wr
二进三,-0.5,1.8,0,103000,8,30,90,1,3,0.0015,1.0,24,24,0.5833333333333334,0.03576331978168993,0.03090048360495351,0.8558817878960296,-0.44898353628556165,26,0.5769230769230769
二进三,-0.5,1.8,0,103000,8,30,90,2,3,0.0015,1.0,24,24,0.5833333333333334,0.03576331978168993,0.03090048360495351,0.8558817878960296,-0.44898353628556165,27,0.5925925925925926
二进三,0.0,2.2,0,100000,12,20,120,1,3,0.0015,1.0,24,24,0.5833333333333334,0.03400388173193252,0.02888140609050821,0.7962080325609162,-0.40796355743351054,25,0.56
二进三,0.0,2.2,0,103000,10,20,120,1,3,0.0015,1.0,24,24,0.5833333333333334,0.03355174108872501,0.03189225712580995,0.7836149945474356,-0.39495509190956624,25,0.56
二进三,0.5,1.5,1,103000,10,20,120,1,3,0.0015,1.0,12,12,0.5833333333333334,0.027165065540153483,0.042460615198597285,0.2555689712591145,-0.20310538091171626,12,0.5833333333333334
二进三,0.5,1.5,2,103000,10,20,120,1,3,0.0015,1.0,12,12,0.5833333333333334,0.027165065540153483,0.042460615198597285,0.2555689712591145,-0.20310538091171626,12,0.5833333333333334
二进三,0.5,1.5,1,103000,10,20,120,2,3,0.0015,1.0,12,12,0.5833333333333334,0.027165065540153483,0.042460615198597285,0.2555689712591145,-0.20310538091171626,12,0.5833333333333334
二进三,0.5,1.5,2,103000,10,20,120,2,3,0.0015,1.0,12,12,0.5833333333333334,0.027165065540153483,0.042460615198597285,0.2555689712591145,-0.20310538091171626,12,0.5833333333333334
一进二,0.5,1.5,1,100000,12,25,100,1,3,0.0015,1.0,12,12,0.5833333333333334,0.020868448163763997,0.019874345027339146,0.22888307302273025,-0.1709178333912439,14,0.5
一进二,0.5,1.5,3,100000,16,30,90,1,3,0.0015,1.0,12,12,0.5833333333333334,0.016004589950635962,0.025852486071151592,0.15584742847602984,-0.1696723419041002,13,0.5384615384615384
一进二,0.5,1.5,5,100000,16,30,90,1,3,0.0015,1.0,12,12,0.5833333333333334,0.016004589950635962,0.025852486071151592,0.15584742847602984,-0.1696723419041002,13,0.5384615384615384
一进二,0.5,1.5,0,100000,12,20,120,1,3,0.0015,1.0,12,12,0.5833333333333334,0.014444216799881235,0.019874345027339146,0.13340683517466023,-0.170917833391244,14,0.5
一进二,0.5,1.5,1,100000,22,30,90,1,3,0.0015,1.0,12,12,0.5833333333333334,0.014112867019903283,0.025852486071151592,0.12757856901944442,-0.22637825414298995,14,0.5714285714285714
一进二,0.5,1.5,1,100000,12,25,100,2,3,0.0015,1.0,12,12,0.5833333333333334,0.005171984049145002,0.01511703431460143,0.036605281788900434,-0.1709178333912439,17,0.4117647058823529
一进二,0.5,1.5,0,100000,12,20,120,2,3,0.0015,1.0,12,12,0.5833333333333334,0.0018301436075323179,0.019874345027339146,-0.00924333954644252,-0.170917833391244,16,0.5
一进二,0.5,1.5,3,100000,16,30,90,2,3,0.0015,1.0,12,12,0.5833333333333334,0.00030812583601697046,0.021095175358413876,-0.025002804902164333,-0.1696723419041002,16,0.4375
一进二,0.5,1.5,5,100000,16,30,90,2,3,0.0015,1.0,12,12,0.5833333333333334,0.00030812583601697046,0.021095175358413876,-0.025002804902164333,-0.1696723419041002,16,0.4375
一进二,0.5,1.5,1,100000,22,30,90,2,3,0.0015,1.0,12,12,0.5833333333333334,-0.001583597094715709,0.021095175358413876,-0.04884856343374322,-0.22637825414298995,17,0.47058823529411764
二进三,-0.5,1.8,0,103000,12,30,90,1,3,0.0015,1.0,31,31,0.5806451612903226,0.03597286615902912,0.028662412993039565,1.2257153329498869,-0.526875300661474,35,0.5714285714285714
二进三,-0.5,1.8,0,103000,12,30,90,2,3,0.0015,1.0,31,31,0.5806451612903226,0.03597286615902912,0.028662412993039565,1.2257153329498869,-0.526875300661474,36,0.5833333333333334
一进二,0.5,1.5,1,103000,22,30,90,1,3,0.0015,1.0,31,31,0.5806451612903226,0.025726421202446108,0.014373015873015817,0.9390208358679304,-0.23911607145914326,41,0.5853658536585366
一进二,0.5,1.5,1,103000,22,30,90,2,3,0.0015,1.0,31,31,0.5806451612903226,0.01959742510491545,0.006734725224712691,0.6316787490317857,-0.23961528173926105,47,0.5531914893617021
二进三,0.0,2.0,0,103000,8,20,120,1,3,0.0015,1.0,19,19,0.5789473684210527,0.04841653117795941,0.033138554216867455,1.047554674266439,-0.3633660671291039,19,0.5789473684210527
二进三,0.0,2.0,0,103000,8,20,120,2,3,0.0015,1.0,19,19,0.5789473684210527,0.04841653117795941,0.033138554216867455,1.047554674266439,-0.3633660671291039,19,0.5789473684210527
二进三,0.0,2.0,1,100000,8,20,120,1,3,0.0015,1.0,19,19,0.5789473684210527,0.04683045428041797,0.033138554216867455,0.9894285529334712,-0.3633660671291039,19,0.5789473684210527
二进三,0.0,2.0,2,100000,8,20,120,1,3,0.0015,1.0,19,19,0.5789473684210527,0.04683045428041797,0.033138554216867455,0.9894285529334712,-0.3633660671291039,19,0.5789473684210527
二进三,0.0,2.0,1,100000,8,20,120,2,3,0.0015,1.0,19,19,0.5789473684210527,0.04683045428041797,0.033138554216867455,0.9894285529334712,-0.3633660671291039,19,0.5789473684210527
二进三,0.0,2.0,2,100000,8,20,120,2,3,0.0015,1.0,19,19,0.5789473684210527,0.04683045428041797,0.033138554216867455,0.9894285529334712,-0.3633660671291039,19,0.5789473684210527
二进三,0.3,1.8,1,103000,8,20,120,1,3,0.0015,1.0,19,19,0.5789473684210527,0.032902916063025214,0.033138554216867455,0.5630577490759081,-0.32591808392670785,19,0.5789473684210527
二进三,0.3,1.8,2,103000,8,20,120,1,3,0.0015,1.0,19,19,0.5789473684210527,0.032902916063025214,0.033138554216867455,0.5630577490759081,-0.32591808392670785,19,0.5789473684210527
二进三,0.3,1.8,1,103000,8,20,120,2,3,0.0015,1.0,19,19,0.5789473684210527,0.032902916063025214,0.033138554216867455,0.5630577490759081,-0.32591808392670785,19,0.5789473684210527
二进三,0.3,1.8,2,103000,8,20,120,2,3,0.0015,1.0,19,19,0.5789473684210527,0.032902916063025214,0.033138554216867455,0.5630577490759081,-0.32591808392670785,19,0.5789473684210527
二进三,0.0,2.0,0,103000,12,20,120,2,3,0.0015,1.0,26,26,0.5769230769230769,0.044335984887288404,0.030127703181565713,1.4952006651885363,-0.2883931235216014,27,0.5925925925925926
二进三,0.0,2.0,0,103000,12,20,120,1,3,0.0015,1.0,26,26,0.5769230769230769,0.03889032034304182,0.030127703181565713,1.1215484378220668,-0.39495509190956635,26,0.5769230769230769
二进三,-0.5,1.8,1,100000,10,30,90,1,3,0.0015,1.0,26,26,0.5769230769230769,0.027680144046587876,0.03090048360495351,0.5910745013734495,-0.5408439028359693,28,0.5714285714285714
二进三,-0.5,1.8,2,100000,10,30,90,1,3,0.0015,1.0,26,26,0.5769230769230769,0.027680144046587876,0.03090048360495351,0.5910745013734495,-0.5408439028359693,28,0.5714285714285714
二进三,-0.5,1.8,1,100000,10,30,90,2,3,0.0015,1.0,26,26,0.5769230769230769,0.027680144046587876,0.03090048360495351,0.5910745013734495,-0.5408439028359693,29,0.5862068965517241
二进三,-0.5,1.8,2,100000,10,30,90,2,3,0.0015,1.0,26,26,0.5769230769230769,0.027680144046587876,0.03090048360495351,0.5910745013734495,-0.5408439028359693,29,0.5862068965517241
二进三,0.0,2.0,1,103000,12,20,120,2,3,0.0015,1.0,33,33,0.5757575757575758,0.04288696625478492,0.033138554216867455,2.026133612582093,-0.30199563551574904,37,0.6216216216216216
二进三,0.0,2.0,2,103000,12,20,120,2,3,0.0015,1.0,33,33,0.5757575757575758,0.04288696625478492,0.033138554216867455,2.026133612582093,-0.30199563551574904,37,0.6216216216216216
二进三,0.0,2.0,1,103000,12,20,120,1,3,0.0015,1.0,33,33,0.5757575757575758,0.03887653571575649,0.033138554216867455,1.5941977671302974,-0.4065206499323154,35,0.6
二进三,0.0,2.0,2,103000,12,20,120,1,3,0.0015,1.0,33,33,0.5757575757575758,0.03887653571575649,0.033138554216867455,1.5941977671302974,-0.4065206499323154,35,0.6
一进二,0.3,1.8,1,103000,12,30,90,1,3,0.0015,1.0,33,33,0.5757575757575758,0.009426552572519932,0.0063740157480314825,0.1759188590038847,-0.4254312694649329,45,0.5111111111111111
一进二,0.3,1.8,3,103000,12,30,90,1,3,0.0015,1.0,33,33,0.5757575757575758,0.009426552572519932,0.0063740157480314825,0.1759188590038847,-0.4254312694649329,46,0.5217391304347826
一进二,0.3,1.8,5,103000,12,30,90,1,3,0.0015,1.0,33,33,0.5757575757575758,0.009426552572519932,0.0063740157480314825,0.1759188590038847,-0.4254312694649329,46,0.5217391304347826
二进三,-0.5,1.8,0,103000,10,30,90,1,3,0.0015,1.0,28,28,0.5714285714285714,0.03127785929294576,0.03090048360495351,0.8106847755565365,-0.5268753006614741,30,0.5666666666666667
二进三,-0.5,1.8,0,103000,10,30,90,2,3,0.0015,1.0,28,28,0.5714285714285714,0.03127785929294576,0.03090048360495351,0.8106847755565365,-0.5268753006614741,31,0.5806451612903226
二进三,-0.5,1.8,0,100000,8,30,90,1,3,0.0015,1.0,21,21,0.5714285714285714,0.029667540499663032,0.028662412993039565,0.5111028449898711,-0.4652518261972597,23,0.5652173913043478
二进三,-0.5,1.8,0,100000,8,30,90,2,3,0.0015,1.0,21,21,0.5714285714285714,0.029667540499663032,0.028662412993039565,0.5111028449898711,-0.4652518261972597,24,0.5833333333333334
二进三,0.0,2.0,0,100000,10,30,90,1,3,0.0015,1.0,14,14,0.5714285714285714,0.03441525126609032,0.023575840354257027,0.4238111928466455,-0.37325203940169716,14,0.5714285714285714
二进三,0.0,2.0,0,100000,10,30,90,2,3,0.0015,1.0,14,14,0.5714285714285714,0.03441525126609032,0.023575840354257027,0.4238111928466455,-0.37325203940169716,14,0.5714285714285714
二进三,0.0,2.2,0,100000,10,30,90,1,3,0.0015,1.0,14,14,0.5714285714285714,0.03441525126609032,0.023575840354257027,0.4238111928466455,-0.37325203940169716,14,0.5714285714285714
二进三,0.0,2.2,0,100000,10,30,90,2,3,0.0015,1.0,14,14,0.5714285714285714,0.03441525126609032,0.023575840354257027,0.4238111928466455,-0.37325203940169716,14,0.5714285714285714
一进二,0.5,1.5,3,100000,16,25,100,1,3,0.0015,1.0,14,14,0.5714285714285714,0.014381127225858381,0.016758842798198226,0.16655581246368967,-0.170917833391244,17,0.5294117647058824
一进二,0.5,1.5,5,100000,16,25,100,1,3,0.0015,1.0,14,14,0.5714285714285714,0.014381127225858381,0.016758842798198226,0.16655581246368967,-0.170917833391244,17,0.5294117647058824
一进二,0.5,1.5,1,100000,22,25,100,1,3,0.0015,1.0,14,14,0.5714285714285714,0.012759650428087512,0.016758842798198226,0.13802505529076514,-0.22753868676177536,17,0.5294117647058824
一进二,0.5,1.5,3,100000,12,20,120,1,3,0.0015,1.0,14,14,0.5714285714285714,0.008173031097702002,0.011847558084400136,0.06558862929787956,-0.170917833391244,17,0.47058823529411764
一进二,0.5,1.5,5,100000,12,20,120,1,3,0.0015,1.0,14,14,0.5714285714285714,0.008173031097702002,0.011847558084400136,0.06558862929787956,-0.170917833391244,17,0.47058823529411764
一进二,0.5,1.5,3,100000,16,25,100,2,3,0.0015,1.0,14,14,0.5714285714285714,0.0009270151276135303,0.01511703431460143,-0.015969913454056184,-0.170917833391244,20,0.45
一进二,0.5,1.5,5,100000,16,25,100,2,3,0.0015,1.0,14,14,0.5714285714285714,0.0009270151276135303,0.01511703431460143,-0.015969913454056184,-0.170917833391244,20,0.45
一进二,0.5,1.5,1,100000,22,25,100,2,3,0.0015,1.0,14,14,0.5714285714285714,-0.0006944616701573377,0.01511703431460143,-0.04003659174765728,-0.22753868676177536,21,0.47619047619047616
一进二,0.5,1.5,3,100000,12,20,120,2,3,0.0015,1.0,14,14,0.5714285714285714,-0.005281081000542849,0.011847558084400136,-0.101139216909089,-0.170917833391244,20,0.4
一进二,0.5,1.5,5,100000,12,20,120,2,3,0.0015,1.0,14,14,0.5714285714285714,-0.005281081000542849,0.011847558084400136,-0.101139216909089,-0.170917833391244,20,0.4
二进三,0.3,1.8,0,103000,8,30,90,1,3,0.0015,1.0,7,7,0.5714285714285714,0.035623556236719624,0.033138554216867455,0.21850782705132854,-0.22713297685326095,7,0.5714285714285714
二进三,0.3,1.8,0,103000,8,30,90,2,3,0.0015,1.0,7,7,0.5714285714285714,0.035623556236719624,0.033138554216867455,0.21850782705132854,-0.22713297685326095,7,0.5714285714285714
二进三,0.3,1.8,1,100000,8,30,90,1,3,0.0015,1.0,7,7,0.5714285714285714,0.01952380065466436,0.033138554216867455,0.10329399424925367,-0.22713297685326095,7,0.5714285714285714
二进三,0.3,1.8,2,100000,8,30,90,1,3,0.0015,1.0,7,7,0.5714285714285714,0.01952380065466436,0.033138554216867455,0.10329399424925367,-0.22713297685326095,7,0.5714285714285714
二进三,0.3,1.8,1,100000,8,30,90,2,3,0.0015,1.0,7,7,0.5714285714285714,0.01952380065466436,0.033138554216867455,0.10329399424925367,-0.22713297685326095,7,0.5714285714285714
二进三,0.3,1.8,2,100000,8,30,90,2,3,0.0015,1.0,7,7,0.5714285714285714,0.01952380065466436,0.033138554216867455,0.10329399424925367,-0.22713297685326095,7,0.5714285714285714
二进三,0.5,1.5,1,100000,8,20,120,1,3,0.0015,1.0,7,7,0.5714285714285714,0.017744474146492044,0.033138554216867455,0.09099112691505162,-0.16149999999999998,7,0.5714285714285714
二进三,0.5,1.5,2,100000,8,20,120,1,3,0.0015,1.0,7,7,0.5714285714285714,0.017744474146492044,0.033138554216867455,0.09099112691505162,-0.16149999999999998,7,0.5714285714285714
二进三,0.5,1.5,1,100000,8,20,120,2,3,0.0015,1.0,7,7,0.5714285714285714,0.017744474146492044,0.033138554216867455,0.09099112691505162,-0.16149999999999998,7,0.5714285714285714
二进三,0.5,1.5,2,100000,8,20,120,2,3,0.0015,1.0,7,7,0.5714285714285714,0.017744474146492044,0.033138554216867455,0.09099112691505162,-0.16149999999999998,7,0.5714285714285714
二进三,0.5,1.5,0,100000,12,25,100,1,3,0.0015,1.0,7,7,0.5714285714285714,-0.0009475621919473995,0.033138554216867455,-0.052036355719875194,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,0,100000,12,30,90,1,3,0.0015,1.0,7,7,0.5714285714285714,-0.0009475621919473995,0.033138554216867455,-0.052036355719875194,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,0,103000,12,25,100,1,3,0.0015,1.0,7,7,0.5714285714285714,-0.0009475621919473995,0.033138554216867455,-0.052036355719875194,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,0,103000,12,30,90,1,3,0.0015,1.0,7,7,0.5714285714285714,-0.0009475621919473995,0.033138554216867455,-0.052036355719875194,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,0,100000,12,25,100,2,3,0.0015,1.0,7,7,0.5714285714285714,-0.0009475621919473995,0.033138554216867455,-0.052036355719875194,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,0,100000,12,30,90,2,3,0.0015,1.0,7,7,0.5714285714285714,-0.0009475621919473995,0.033138554216867455,-0.052036355719875194,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,0,103000,12,25,100,2,3,0.0015,1.0,7,7,0.5714285714285714,-0.0009475621919473995,0.033138554216867455,-0.052036355719875194,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,0,103000,12,30,90,2,3,0.0015,1.0,7,7,0.5714285714285714,-0.0009475621919473995,0.033138554216867455,-0.052036355719875194,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,1,100000,10,25,100,1,3,0.0015,1.0,7,7,0.5714285714285714,-0.014544454656515968,0.033138554216867455,-0.12886435681714603,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,1,100000,10,30,90,1,3,0.0015,1.0,7,7,0.5714285714285714,-0.014544454656515968,0.033138554216867455,-0.12886435681714603,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,2,100000,10,25,100,1,3,0.0015,1.0,7,7,0.5714285714285714,-0.014544454656515968,0.033138554216867455,-0.12886435681714603,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,2,100000,10,30,90,1,3,0.0015,1.0,7,7,0.5714285714285714,-0.014544454656515968,0.033138554216867455,-0.12886435681714603,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,1,100000,10,25,100,2,3,0.0015,1.0,7,7,0.5714285714285714,-0.014544454656515968,0.033138554216867455,-0.12886435681714603,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,1,100000,10,30,90,2,3,0.0015,1.0,7,7,0.5714285714285714,-0.014544454656515968,0.033138554216867455,-0.12886435681714603,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,2,100000,10,25,100,2,3,0.0015,1.0,7,7,0.5714285714285714,-0.014544454656515968,0.033138554216867455,-0.12886435681714603,-0.32180436110227284,7,0.5714285714285714
二进三,0.5,1.5,2,100000,10,30,90,2,3,0.0015,1.0,7,7,0.5714285714285714,-0.014544454656515968,0.033138554216867455,-0.12886435681714603,-0.32180436110227284,7,0.5714285714285714
一进二,0.3,1.8,1,103000,16,30,90,1,3,0.0015,1.0,37,37,0.5675675675675675,0.009761059936884033,0.0063740157480314825,0.23113049418257714,-0.4077838899659004,52,0.5384615384615384
一进二,0.3,1.8,3,103000,16,30,90,1,3,0.0015,1.0,37,37,0.5675675675675675,0.009761059936884033,0.0063740157480314825,0.23113049418257714,-0.4077838899659004,53,0.5471698113207547
一进二,0.3,1.8,5,103000,16,30,90,1,3,0.0015,1.0,37,37,0.5675675675675675,0.009761059936884033,0.0063740157480314825,0.23113049418257714,-0.4077838899659004,53,0.5471698113207547
二进三,0.0,2.0,1,103000,10,20,120,1,3,0.0015,1.0,30,30,0.5666666666666667,0.039249034149691234,0.042460615198597285,1.3791771636533463,-0.39495509190956624,31,0.5806451612903226
二进三,0.0,2.0,2,103000,10,20,120,1,3,0.0015,1.0,30,30,0.5666666666666667,0.039249034149691234,0.042460615198597285,1.3791771636533463,-0.39495509190956624,31,0.5806451612903226
二进三,0.0,2.0,1,103000,10,20,120,2,3,0.0015,1.0,30,30,0.5666666666666667,0.039249034149691234,0.042460615198597285,1.3791771636533463,-0.39495509190956624,31,0.5806451612903226
二进三,0.0,2.0,2,103000,10,20,120,2,3,0.0015,1.0,30,30,0.5666666666666667,0.039249034149691234,0.042460615198597285,1.3791771636533463,-0.39495509190956624,31,0.5806451612903226
二进三,0.0,2.0,0,100000,12,20,120,2,3,0.0015,1.0,23,23,0.5652173913043478,0.04030584694269734,0.02711685214626397,1.0497441459571708,-0.30369267136588696,24,0.5833333333333334
二进三,0.0,2.0,0,100000,12,20,120,1,3,0.0015,1.0,23,23,0.5652173913043478,0.03414987832746207,0.02711685214626397,0.7427983053466289,-0.4079635574335104,23,0.5652173913043478
二进三,0.0,2.2,1,100000,10,20,120,1,3,0.0015,1.0,23,23,0.5652173913043478,0.03132519583338265,0.03064596003475245,0.6432178439179761,-0.4079635574335104,23,0.5652173913043478
二进三,0.0,2.2,2,100000,10,20,120,1,3,0.0015,1.0,23,23,0.5652173913043478,0.03132519583338265,0.03064596003475245,0.6432178439179761,-0.4079635574335104,23,0.5652173913043478
二进三,0.0,2.2,1,100000,10,20,120,2,3,0.0015,1.0,23,23,0.5652173913043478,0.03132519583338265,0.03064596003475245,0.6432178439179761,-0.4079635574335104,23,0.5652173913043478
二进三,0.0,2.2,2,100000,10,20,120,2,3,0.0015,1.0,23,23,0.5652173913043478,0.03132519583338265,0.03064596003475245,0.6432178439179761,-0.4079635574335104,23,0.5652173913043478
一进二,0.0,2.0,1,103000,16,20,120,1,3,0.0015,1.0,62,62,0.5645161290322581,0.009192987135714205,0.005916781688717844,0.32436707853361946,-0.5118454242136514,92,0.5
一进二,0.0,2.0,3,103000,16,20,120,1,3,0.0015,1.0,62,62,0.5645161290322581,0.009192987135714205,0.005916781688717844,0.32436707853361946,-0.5118454242136514,92,0.5
一进二,0.0,2.0,5,103000,16,20,120,1,3,0.0015,1.0,62,62,0.5645161290322581,0.009192987135714205,0.005916781688717844,0.32436707853361946,-0.5118454242136514,92,0.5
一进二,0.5,1.5,3,103000,22,30,90,1,3,0.0015,1.0,32,32,0.5625,0.0222649185298171,0.01037351581052365,0.7757782285799231,-0.23911607145914326,43,0.5581395348837209
一进二,0.5,1.5,5,103000,22,30,90,1,3,0.0015,1.0,32,32,0.5625,0.0222649185298171,0.01037351581052365,0.7757782285799231,-0.23911607145914326,43,0.5581395348837209
二进三,0.0,2.0,0,100000,10,25,100,1,3,0.0015,1.0,16,16,0.5625,0.030654411396438735,0.023575840354257027,0.3789751348993651,-0.49614851976728425,16,0.5625
二进三,0.0,2.0,0,100000,10,25,100,2,3,0.0015,1.0,16,16,0.5625,0.030654411396438735,0.023575840354257027,0.3789751348993651,-0.49614851976728425,16,0.5625
一进二,0.5,1.5,3,103000,22,20,120,2,3,0.0015,1.0,41,41,0.5609756097560976,0.022463760753482963,0.010780701754385781,1.1476098933617886,-0.21653346822678843,63,0.5396825396825397
一进二,0.5,1.5,5,103000,22,20,120,2,3,0.0015,1.0,41,41,0.5609756097560976,0.022463760753482963,0.010780701754385781,1.1476098933617886,-0.21653346822678843,63,0.5396825396825397
二进三,-0.5,1.8,0,100000,10,30,90,1,3,0.0015,1.0,25,25,0.56,0.02561914943739388,0.028662412993039565,0.47430236859278385,-0.5408439028359693,27,0.5555555555555556
二进三,-0.5,1.8,0,100000,10,30,90,2,3,0.0015,1.0,25,25,0.56,0.02561914943739388,0.028662412993039565,0.47430236859278385,-0.5408439028359693,28,0.5714285714285714
一进二,0.0,2.0,1,103000,22,20,120,1,3,0.0015,1.0,68,68,0.5588235294117647,0.006477225401828596,0.005916781688717844,0.14982684888326125,-0.5080833302285539,104,0.4807692307692308
一进二,0.0,2.0,3,103000,22,20,120,1,3,0.0015,1.0,68,68,0.5588235294117647,0.006477225401828596,0.005916781688717844,0.14982684888326125,-0.5080833302285539,104,0.4807692307692308
一进二,0.0,2.0,5,103000,22,20,120,1,3,0.0015,1.0,68,68,0.5588235294117647,0.006477225401828596,0.005916781688717844,0.14982684888326125,-0.5080833302285539,104,0.4807692307692308
一进二,0.3,1.8,1,103000,16,25,100,1,3,0.0015,1.0,45,45,0.5555555555555556,0.009863676129793929,0.0063740157480314825,0.3137357830157981,-0.428389889304468,62,0.5
一进二,0.3,1.8,3,103000,16,25,100,1,3,0.0015,1.0,45,45,0.5555555555555556,0.009863676129793929,0.0063740157480314825,0.3137357830157981,-0.428389889304468,63,0.5079365079365079
一进二,0.3,1.8,5,103000,16,25,100,1,3,0.0015,1.0,45,45,0.5555555555555556,0.009863676129793929,0.0063740157480314825,0.3137357830157981,-0.428389889304468,63,0.5079365079365079
二进三,-1.0,2.0,1,103000,8,30,90,1,3,0.0015,1.0,36,36,0.5555555555555556,0.026253513104163833,0.03090048360495351,0.8188607476147085,-0.4706151524309272,41,0.5609756097560976
二进三,-1.0,2.0,2,103000,8,30,90,1,3,0.0015,1.0,36,36,0.5555555555555556,0.026253513104163833,0.03090048360495351,0.8188607476147085,-0.4706151524309272,41,0.5609756097560976
二进三,-1.0,2.0,1,103000,8,30,90,2,3,0.0015,1.0,36,36,0.5555555555555556,0.026253513104163833,0.03090048360495351,0.8188607476147085,-0.4706151524309272,42,0.5714285714285714
二进三,-1.0,2.0,2,103000,8,30,90,2,3,0.0015,1.0,36,36,0.5555555555555556,0.026253513104163833,0.03090048360495351,0.8188607476147085,-0.4706151524309272,42,0.5714285714285714
一进二,0.5,1.5,3,103000,22,25,100,2,3,0.0015,1.0,36,36,0.5555555555555556,0.01817075322272744,0.008577358751208632,0.6923774212023004,-0.23961528173926094,55,0.5272727272727272
一进二,0.5,1.5,5,103000,22,25,100,2,3,0.0015,1.0,36,36,0.5555555555555556,0.01817075322272744,0.008577358751208632,0.6923774212023004,-0.23961528173926094,55,0.5272727272727272
二进三,0.0,2.2,0,100000,8,20,120,1,3,0.0015,1.0,18,18,0.5555555555555556,0.03493408169350373,0.022329543263199525,0.5670605680197878,-0.3633660671291039,18,0.5555555555555556
二进三,0.0,2.2,0,100000,8,20,120,2,3,0.0015,1.0,18,18,0.5555555555555556,0.03493408169350373,0.022329543263199525,0.5670605680197878,-0.3633660671291039,18,0.5555555555555556
二进三,0.3,1.8,0,103000,12,20,120,2,3,0.0015,1.0,18,18,0.5555555555555556,0.03435421808768926,0.030127703181565713,0.6043439398386004,-0.26273458886342116,19,0.5789473684210527
二进三,0.3,1.8,0,103000,12,20,120,1,3,0.0015,1.0,18,18,0.5555555555555556,0.02648825819044419,0.030127703181565713,0.3640960531872497,-0.3731388809409176,18,0.5555555555555556
二进三,0.3,1.8,0,103000,8,25,100,1,3,0.0015,1.0,9,9,0.5555555555555556,0.028669106474976946,0.033138554216867455,0.1801368072016678,-0.37868135499986244,9,0.5555555555555556
二进三,0.3,1.8,0,103000,8,25,100,2,3,0.0015,1.0,9,9,0.5555555555555556,0.028669106474976946,0.033138554216867455,0.1801368072016678,-0.37868135499986244,9,0.5555555555555556
二进三,0.3,1.8,0,103000,10,30,90,1,3,0.0015,1.0,9,9,0.5555555555555556,0.01923944040240357,0.033138554216867455,0.11442340900122061,-0.33638556733857383,9,0.5555555555555556
二进三,0.3,1.8,0,103000,10,30,90,2,3,0.0015,1.0,9,9,0.5555555555555556,0.01923944040240357,0.033138554216867455,0.11442340900122061,-0.33638556733857383,9,0.5555555555555556
二进三,0.3,1.8,1,100000,8,25,100,1,3,0.0015,1.0,9,9,0.5555555555555556,0.01614707435560063,0.033138554216867455,0.06855107769713342,-0.37868135499986255,9,0.5555555555555556
二进三,0.3,1.8,2,100000,8,25,100,1,3,0.0015,1.0,9,9,0.5555555555555556,0.01614707435560063,0.033138554216867455,0.06855107769713342,-0.37868135499986255,9,0.5555555555555556
二进三,0.3,1.8,1,100000,8,25,100,2,3,0.0015,1.0,9,9,0.5555555555555556,0.01614707435560063,0.033138554216867455,0.06855107769713342,-0.37868135499986255,9,0.5555555555555556
二进三,0.3,1.8,2,100000,8,25,100,2,3,0.0015,1.0,9,9,0.5555555555555556,0.01614707435560063,0.033138554216867455,0.06855107769713342,-0.37868135499986255,9,0.5555555555555556
二进三,0.5,1.5,0,100000,12,20,120,1,3,0.0015,1.0,9,9,0.5555555555555556,0.015908848471335453,0.033138554216867455,0.0857979555826689,-0.20310538091171637,9,0.5555555555555556
二进三,0.5,1.5,0,103000,12,20,120,1,3,0.0015,1.0,9,9,0.5555555555555556,0.015908848471335453,0.033138554216867455,0.0857979555826689,-0.20310538091171637,9,0.5555555555555556
二进三,0.5,1.5,0,100000,12,20,120,2,3,0.0015,1.0,9,9,0.5555555555555556,0.015908848471335453,0.033138554216867455,0.0857979555826689,-0.20310538091171637,9,0.5555555555555556
二进三,0.5,1.5,0,103000,12,20,120,2,3,0.0015,1.0,9,9,0.5555555555555556,0.015908848471335453,0.033138554216867455,0.0857979555826689,-0.20310538091171637,9,0.5555555555555556
二进三,0.3,1.8,1,100000,10,30,90,1,3,0.0015,1.0,9,9,0.5555555555555556,0.006717408283027255,0.033138554216867455,0.00905109257868797,-0.33638556733857383,9,0.5555555555555556
二进三,0.3,1.8,2,100000,10,30,90,1,3,0.0015,1.0,9,9,0.5555555555555556,0.006717408283027255,0.033138554216867455,0.00905109257868797,-0.33638556733857383,9,0.5555555555555556
