cat,open_lo,open_hi,zbc_max,fbt_max,hs_max,mv_lo,mv_hi,top_n,hold_days,cost,prefer_open,n,days,win_rate,avg_ret,median_ret,comp_ret,max_dd,raw_n,raw_wr
二进三,0.0,2.2,1,100000,8,30,90,2,3,0.0015,1.0,12,12,0.6666666666666666,0.06341363451638295,0.05617178174665266,0.9173397004857697,-0.27006887323375073,12,0.6666666666666666
二进三,0.0,2.2,2,100000,8,30,90,2,3,0.0015,1.0,12,12,0.6666666666666666,0.06341363451638295,0.05617178174665266,0.9173397004857697,-0.27006887323375073,12,0.6666666666666666
二进三,0.3,1.8,0,103000,12,30,90,1,3,0.0015,1.0,12,12,0.6666666666666666,0.046698311824986516,0.049144382020801014,0.5939099707372961,-0.33638556733857394,12,0.6666666666666666
二进三,0.3,1.8,0,103000,12,30,90,2,3,0.0015,1.0,12,12,0.6666666666666666,0.046698311824986516,0.049144382020801014,0.5939099707372961,-0.33638556733857394,12,0.6666666666666666
一进二,0.5,1.5,0,100000,16,25,100,1,3,0.0015,1.0,12,12,0.6666666666666666,0.023409682007085496,0.025852486071151592,0.26665061798018375,-0.170917833391244,15,0.6
一进二,0.5,1.5,0,100000,16,25,100,2,3,0.0015,1.0,12,12,0.6666666666666666,0.010795608814736577,0.025852486071151592,0.10723042890251544,-0.170917833391244,17,0.5882352941176471
二进三,0.5,1.5,1,103000,12,25,100,1,3,0.0015,1.0,9,9,0.6666666666666666,0.04356356377031181,0.06515020982473457,0.34991066628839707,-0.32180436110227284,9,0.6666666666666666
二进三,0.5,1.5,1,103000,12,30,90,1,3,0.0015,1.0,9,9,0.6666666666666666,0.04356356377031181,0.06515020982473457,0.34991066628839707,-0.32180436110227284,9,0.6666666666666666
二进三,0.5,1.5,2,103000,12,25,100,1,3,0.0015,1.0,9,9,0.6666666666666666,0.04356356377031181,0.06515020982473457,0.34991066628839707,-0.32180436110227284,9,0.6666666666666666
二进三,0.5,1.5,2,103000,12,30,90,1,3,0.0015,1.0,9,9,0.6666666666666666,0.04356356377031181,0.06515020982473457,0.34991066628839707,-0.32180436110227284,9,0.6666666666666666
二进三,0.5,1.5,1,103000,12,25,100,2,3,0.0015,1.0,9,9,0.6666666666666666,0.04356356377031181,0.06515020982473457,0.34991066628839707,-0.32180436110227284,9,0.6666666666666666
二进三,0.5,1.5,1,103000,12,30,90,2,3,0.0015,1.0,9,9,0.6666666666666666,0.04356356377031181,0.06515020982473457,0.34991066628839707,-0.32180436110227284,9,0.6666666666666666
二进三,0.5,1.5,2,103000,12,25,100,2,3,0.0015,1.0,9,9,0.6666666666666666,0.04356356377031181,0.06515020982473457,0.34991066628839707,-0.32180436110227284,9,0.6666666666666666
二进三,0.5,1.5,2,103000,12,30,90,2,3,0.0015,1.0,9,9,0.6666666666666666,0.04356356377031181,0.06515020982473457,0.34991066628839707,-0.32180436110227284,9,0.6666666666666666
一进二,0.5,1.5,0,100000,12,30,90,1,3,0.0015,1.0,9,9,0.6666666666666666,0.027655388720958834,0.05539206762028598,0.22712235388779112,-0.1696723419041002,10,0.6
一进二,0.5,1.5,0,100000,12,30,90,2,3,0.0015,1.0,9,9,0.6666666666666666,0.010836624464493608,0.051311186000494724,0.072677177845343,-0.1696723419041002,12,0.5833333333333334
