code,date,open,close,high,low,volume,preclose,pct,is_zt,prev_zt,lbc,one_word,range_pct,zbc_proxy,fbt_proxy,lbc_em,zbc_em,fbt_em,hy_em,ltsz_em,zbc,fbt,hy,mv_yi_em,name,mv_yi,next_date,buy_open,sell_high,sell_low,sell_close,open_pct,zt_price,is_auction_zt,plate_n,plate_mode,score,rank_in_day,ret,exit,win
000566,20260702,5.99,6.04,6.04,5.95,1235872.0,5.49,0.10018214936247727,True,True,4,False,0.016393442622950793,0,100000,,,,,,0,100000,,,海南海药,63.276790352000006,20260703,6.22,6.56,5.71,6.14,2.98013245033113,6.64,False,78,hy,60.0,1,0.006500000000000001,tp,True
600746,20260714,5.68,5.7,5.7,5.67,57117.0,5.18,0.10038610038610041,True,False,1,False,0.00579150579150584,0,100000,,,,,,0,100000,,,江苏索普,83.500766206,20260715,5.96,6.27,5.77,6.27,4.561403508771922,6.27,False,70,hy,67.0,1,0.006500000000000001,tp,True
002309,20260715,2.7,2.74,2.74,2.7,441551.0,2.49,0.10040160642570273,True,False,1,False,0.016064257028112462,0,100000,,,,,,0,100000,,,中利集团,71.9433560092,20260716,2.82,2.98,2.66,2.93,2.9197080291970767,3.01,False,61,hy,67.0,1,0.006500000000000001,tp,True
603106,20260804,9.04,9.04,9.04,8.9,212879.0,8.22,0.09975669099756668,True,True,3,False,0.017031630170316153,0,100000,,,,,,0,100000,,,恒银科技,42.058015999999995,20260805,9.34,9.94,8.81,9.13,3.31858407079646,9.94,False,105,hy,65.0,1,0.006500000000000001,tp,True
002724,20260814,6.76,6.78,6.78,6.75,197247.0,6.16,0.10064935064935066,True,True,2,False,0.004870129870129911,0,100000,,,,,,0,100000,,,海洋王,38.8604106254,20260817,6.98,7.46,6.55,7.18,2.9498525073746285,7.46,False,46,hy,69.0,1,0.006500000000000001,tp,True
600108,20260818,3.26,3.56,3.56,3.24,852035.0,3.24,0.09876543209876543,True,False,1,False,0.09876543209876537,1,140000,1.0,1.0,93622.0,种植业,6931017830.76,1,93622,种植业,69.3101783076,亚盛集团,69.3101783076,20260819,3.7,3.91,3.43,3.49,3.93258426966292,3.92,False,10,hy,59.0,1,0.006500000000000001,tp,True
603801,20260819,6.15,6.57,6.57,6.15,135625.0,5.97,0.10050251256281406,True,False,1,False,0.07035175879396983,1,140000,1.0,1.0,93238.0,家居用品,2853689243.31,1,93238,家居用品,28.5368924331,志邦家居,28.5368924331,20260820,6.86,7.23,6.78,7.23,4.414003044140036,7.23,False,2,hy,49.0,1,0.006500000000000001,tp,True
002655,20260821,33.82,37.77,37.77,33.82,327399.0,34.34,0.0998835177635411,True,False,1,False,0.11502620850320333,1,140000,1.0,1.0,95733.0,消费电子,13720787217.000002,1,95733,消费电子,137.20787217000003,共达电声,137.20787217000003,20260824,39.51,39.87,35.02,35.38,4.606830818109597,41.55,False,4,hy,55.0,1,0.006500000000000001,tp,True
001268,20260824,20.38,22.42,22.42,20.38,58695.0,20.38,0.10009813542688928,True,False,1,False,0.10009813542688925,1,140000,1.0,1.0,93227.0,家电零部,2115049373.14,1,93227,家电零部,21.1504937314,联合精密,21.1504937314,20260825,23.39,24.66,22.13,22.32,4.326494201605713,24.66,False,1,hy,47.0,1,0.006500000000000001,tp,True
000017,20260825,8.6,8.6,8.6,8.48,578559.0,7.82,0.0997442455242965,True,True,4,False,0.015345268542199388,0,100000,4.0,1.0,92500.0,饰品,3791068778.6,1,92500,饰品,37.910687786,深中华A,37.910687786,20260826,8.84,9.46,8.49,9.46,2.7906976744185963,9.46,False,1,hy,43.0,1,0.006500000000000001,tp,True
002295,20260826,9.24,10.09,10.09,9.21,66921.0,9.17,0.1003271537622683,True,False,1,False,0.09596510359869127,1,140000,1.0,1.0,94524.0,工业金属,2526808430.0,1,94524,工业金属,25.2680843,精艺股份,25.2680843,20260827,10.5,10.98,9.76,10.2,4.063429137760166,11.1,False,4,hy,55.0,1,0.006500000000000001,tp,True
603580,20260827,74.66,80.52,80.52,72.46,84427.0,73.2,0.09999999999999987,True,False,1,False,0.11010928961748637,1,140000,1.0,0.0,95533.0,塑料,10521806064.0,0,95533,塑料,105.21806064,艾艾精工,105.21806064,20260828,83.0,88.55,80.76,83.43,3.0799801291604645,88.57,False,2,hy,57.0,1,0.006500000000000001,tp,True
600830,20260901,8.39,9.23,9.23,8.38,148279.0,8.39,0.10011918951132293,True,False,1,False,0.10131108462455299,1,140000,1.0,1.0,94015.0,多元金融,4193398954.8100004,1,94015,多元金融,41.9339895481,香溢融通,41.9339895481,20260902,9.55,10.15,9.23,10.15,3.4669555796316365,10.15,False,3,hy,55.0,1,0.006500000000000001,tp,True
600830,20260902,9.55,10.15,10.15,9.23,380059.0,9.23,0.09967497291440952,True,True,2,False,0.09967497291440952,1,140000,2.0,1.0,93133.0,多元金融,4611375882.05,1,93133,多元金融,46.1137588205,香溢融通,46.1137588205,20260903,10.5,11.17,9.72,10.16,3.4482758620689724,11.17,False,1,hy,49.0,1,0.006500000000000001,tp,True
603138,20260903,13.8,14.5,14.5,13.66,96686.0,13.18,0.10015174506828539,True,False,1,False,0.06373292867981789,1,140000,1.0,1.0,93226.0,IT服务Ⅱ,4180971325.0,1,93226,IT服务Ⅱ,41.80971325,海量数据,41.80971325,20260904,15.0,15.95,14.3,15.33,3.4482758620689724,15.95,False,2,hy,49.0,1,0.006500000000000001,tp,True
