buy_date,ret,n,codes,names,categories,sell_date,open_pct,score,win
20260710,-0.0471124216867555,2,"001359,600520","平安电工,三佳科技",首板,20260714,-0.27646129541863407,51.0,False
20260715,-0.1760326728595616,2,"603687,605006","大胜达,山东玻纤",首板,20260717,1.3016400370974734,62.0,False
20260721,0.01699278639314089,2,"603322,603778","超讯科技,国晟科技",首板,20260723,0.5327592029719663,46.0,True
20260724,-0.02863358846551084,2,"603311,002348","金海高科,高乐股份",首板,20260728,0.6934581226395842,49.0,False
20260729,-0.024539836377671043,2,"600846,002141","同济科技,贤丰控股",首板,20260731,-1.112576390840897,26.0,False
20260803,0.10341757474154795,2,"603778,605186","国晟科技,健麾信息",首板,20260805,0.6740568234746114,62.0,True
20260806,0.03789092838432112,2,"603903,000691","中持股份,亚太实业",首板,20260810,1.0867663338817946,56.0,True
20260811,0.04166133294681568,2,"605189,000668","富春染织,荣丰控股",首板,20260813,0.29797377830750316,46.0,True
20260814,-0.01582403670129473,2,"603178,000889","圣龙股份,中嘉博创",首板,20260818,-0.5610419350221885,42.0,False
20260819,0.004829113924050445,1,603318,水发燃气,首板,20260821,-1.2499999999999956,26.0,True
20260824,0.01897158781488506,2,"603580,600714","艾艾精工,金瑞矿业",首板,20260826,-1.2485234732313333,37.0,True
20260828,0.015585969210516804,2,"600693,002793","东百集团,罗欣药业",首板,20260901,0.9113664808283017,56.0,True
20260902,-0.017388262083700257,2,"000428,000025","华天酒店,特 力Ａ",首板,20260904,-1.0120029013679144,31.0,False
