code,date,open,close,high,low,volume,preclose,pct,is_zt,prev_zt,lbc,one_word,range_pct,zbc_proxy,fbt_proxy,lbc_em,zbc_em,fbt_em,hy_em,ltsz_em,zbc,fbt,hy,mv_yi_em,name,mv_yi,next_date,buy_open,sell_high,sell_low,sell_close,open_pct,zt_price,is_auction_zt,plate_n,plate_mode,score,rank_in_day,ret,exit,win
605066,20250303,8.52,8.52,8.52,8.37,294103.0,7.71,0.10505836575875471,True,True,3,False,0.019455252918287983,0,100000,,,,,,0,100000,,,天正电气,35.17031875,20250304,8.93,9.41,7.75,9.41,4.81220657276995,9.37,False,46,hy,65.0,1,0.006500000000000001,tp,True
600592,20250306,19.03,19.03,19.03,18.91,124545.0,17.28,0.10127314814814814,True,True,3,False,0.006944444444444501,0,100000,,,,,,0,100000,,,龙溪股份,59.7732142216,20250307,19.66,20.5,18.07,19.93,3.310562270099826,20.93,False,81,hy,65.0,1,0.006500000000000001,tp,True
002146,20250326,1.61,1.61,1.61,1.6,1140827.0,1.46,0.10273972602739745,True,False,1,False,0.006849315068493157,0,100000,,,,,,0,100000,,,荣盛发展,46.928176212000004,20250327,1.67,1.73,1.58,1.59,3.7267080745341463,1.77,False,53,hy,67.0,1,0.006500000000000001,tp,True
605305,20250715,33.11,33.11,33.11,32.8,107185.0,30.03,0.10256410256410242,True,False,1,False,0.010323010323010398,0,100000,,,,,,0,100000,,,中际联合,66.284988,20250716,34.15,36.5,33.98,35.52,3.141045001510112,36.42,False,35,hy,67.0,1,0.006500000000000001,tp,True
601619,20250912,4.79,4.79,4.79,4.73,799477.0,4.35,0.10114942528735638,True,True,2,False,0.013793103448275773,0,100000,,,,,,0,100000,,,嘉泽新能,105.3831525344,20250915,4.94,5.01,4.56,4.58,3.131524008350728,5.27,False,53,hy,69.0,1,0.006500000000000001,tp,True
603556,20251028,30.978,31.128,31.128,30.798,93887.0,28.228,0.1027348731755704,True,False,1,False,0.011690520051013243,0,100000,,,,,,0,100000,,,海兴电力,122.53857083999999,20251029,32.088,34.318,31.758,34.318,3.084040092521212,34.24,False,47,hy,67.0,1,0.006500000000000001,tp,True
000993,20251106,13.93,13.94,13.94,13.88,262708.0,12.66,0.10110584518167443,True,True,3,False,0.004739336492890894,0,100000,,,,,,0,100000,,,闽东电力,49.1381911215,20251107,14.57,15.33,13.4,13.72,4.519368723098993,15.33,False,55,hy,65.0,1,0.006500000000000001,tp,True
603906,20251126,19.87,19.87,19.87,19.75,249264.0,18.06,0.10022148394241426,True,True,2,False,0.006644518272425305,0,100000,,,,,,0,100000,,,龙蟠科技,105.28034606099999,20251127,20.66,21.55,19.29,20.22,3.9758429793658845,21.86,False,53,hy,69.0,1,0.006500000000000001,tp,True
603601,20251211,7.65,7.65,7.65,7.58,884568.0,6.95,0.1007194244604317,True,True,4,False,0.010071942446043206,0,100000,,,,,,0,100000,,,再升科技,103.6103260697,20251212,7.99,8.42,7.84,8.42,4.444444444444451,8.42,False,27,hy,60.0,1,0.006500000000000001,tp,True
000536,20251215,5.52,5.52,5.52,5.47,1661968.0,5.02,0.09960159362549792,True,False,1,False,0.009960159362549766,0,100000,,,,,,0,100000,,,华映科技,99.470970576,20251216,5.7,5.85,5.41,5.41,3.260869565217406,6.07,False,55,hy,67.0,1,0.006500000000000001,tp,True
002766,20251216,5.25,5.28,5.28,5.25,242031.0,4.8,0.10000000000000009,True,False,1,False,0.006250000000000052,0,100000,,,,,,0,100000,,,索菱股份,37.0733677488,20251217,5.5,5.81,5.35,5.46,4.166666666666652,5.81,False,37,hy,67.0,1,0.006500000000000001,tp,True
002103,20251218,9.75,9.86,9.86,9.75,218781.0,8.96,0.10044642857142838,True,False,1,False,0.01227678571428565,0,100000,,,,,,0,100000,,,广博股份,26.626101336799998,20251219,10.35,10.65,10.01,10.08,4.9695740365111485,10.85,False,48,hy,67.0,1,0.006500000000000001,tp,True
001255,20260113,40.83,41.44,41.44,40.79,45144.0,37.67,0.1000796389700025,True,True,2,False,0.017255110167241797,0,100000,,,,,,0,100000,,,博菲电气,20.9094927072,20260114,43.39,45.59,42.97,45.59,4.705598455598459,45.58,False,49,hy,69.0,1,0.006500000000000001,tp,True
601163,20260116,15.13,15.13,15.13,14.94,302399.0,13.72,0.10276967930029146,True,False,1,False,0.013848396501457819,0,100000,,,,,,0,100000,,,三角轮胎,99.52,20260119,15.74,16.68,15.66,15.96,4.031725049570389,16.64,False,45,hy,67.0,1,0.006500000000000001,tp,True
000880,20260122,36.654,36.654,36.654,35.994,258776.0,33.314,0.10025814972684177,True,True,2,False,0.01981149066458557,0,100000,,,,,,0,100000,,,潍柴重机,55.16751239999999,20260123,37.884,38.484,35.684,38.134,3.3557046979865612,40.32,False,61,hy,69.0,1,0.006500000000000001,tp,True
600266,20260203,5.95,5.95,5.95,5.88,547740.0,5.4,0.10185185185185186,True,False,1,False,0.012962962962963015,0,100000,,,,,,0,100000,,,城建发展,89.256970801,20260204,6.13,6.2,5.72,5.97,3.0252100840336027,6.55,False,57,hy,67.0,1,0.006500000000000001,tp,True
002354,20260429,5.9,5.95,5.95,5.9,525234.0,5.41,0.09981515711645095,True,False,1,False,0.009242144177449136,0,100000,,,,,,0,100000,,,天娱数科,137.4809743255,20260430,6.16,6.43,6.06,6.2,3.529411764705892,6.55,False,89,hy,67.0,1,0.006500000000000001,tp,True
603030,20260430,2.62,2.65,2.65,2.62,431286.0,2.41,0.09958506224066377,True,False,1,False,0.012448132780082905,0,100000,,,,,,0,100000,,,全筑股份,27.918990624,20260506,2.77,2.88,2.7,2.81,4.528301886792452,2.92,False,67,hy,67.0,1,0.006500000000000001,tp,True
002568,20260626,15.66,15.73,15.73,15.66,125306.0,14.3,0.09999999999999987,True,False,1,False,0.004895104895104915,0,100000,,,,,,0,100000,,,百润股份,137.86543325789998,20260629,16.51,17.3,15.48,17.3,4.958677685950419,17.3,False,45,hy,67.0,1,0.006500000000000001,tp,True
600746,20260714,5.68,5.7,5.7,5.67,57117.0,5.18,0.10038610038610041,True,False,1,False,0.00579150579150584,0,100000,,,,,,0,100000,,,江苏索普,83.500766206,20260715,5.96,6.27,5.77,6.27,4.561403508771922,6.27,False,70,hy,67.0,1,0.006500000000000001,tp,True
603106,20260804,9.04,9.04,9.04,8.9,212879.0,8.22,0.09975669099756668,True,True,3,False,0.017031630170316153,0,100000,,,,,,0,100000,,,恒银科技,42.058015999999995,20260805,9.34,9.94,8.81,9.13,3.31858407079646,9.94,False,105,hy,65.0,1,0.006500000000000001,tp,True
600108,20260818,3.26,3.56,3.56,3.24,852035.0,3.24,0.09876543209876543,True,False,1,False,0.09876543209876537,1,140000,1.0,1.0,93622.0,种植业,6931017830.76,1,93622,种植业,69.3101783076,亚盛集团,69.3101783076,20260819,3.7,3.91,3.43,3.49,3.93258426966292,3.92,False,10,hy,59.0,1,0.006500000000000001,tp,True
603801,20260819,6.15,6.57,6.57,6.15,135625.0,5.97,0.10050251256281406,True,False,1,False,0.07035175879396983,1,140000,1.0,1.0,93238.0,家居用品,2853689243.31,1,93238,家居用品,28.5368924331,志邦家居,28.5368924331,20260820,6.86,7.23,6.78,7.23,4.414003044140036,7.23,False,2,hy,49.0,1,0.006500000000000001,tp,True
002655,20260821,33.82,37.77,37.77,33.82,327399.0,34.34,0.0998835177635411,True,False,1,False,0.11502620850320333,1,140000,1.0,1.0,95733.0,消费电子,13720787217.000002,1,95733,消费电子,137.20787217000003,共达电声,137.20787217000003,20260824,39.51,39.87,35.02,35.38,4.606830818109597,41.55,False,4,hy,55.0,1,0.006500000000000001,tp,True
603200,20260824,35.9,39.13,39.13,35.73,33769.0,35.57,0.1000843407365759,True,False,1,False,0.09558616811920173,1,140000,1.0,0.0,93442.0,环境治理,6866536430.39,0,93442,环境治理,68.6653643039,上海洗霸,68.6653643039,20260825,41.0,42.98,38.34,38.81,4.778941988244312,43.04,False,1,hy,55.0,1,0.006500000000000001,tp,True
001268,20260824,20.38,22.42,22.42,20.38,58695.0,20.38,0.10009813542688928,True,False,1,False,0.10009813542688925,1,140000,1.0,1.0,93227.0,家电零部,2115049373.14,1,93227,家电零部,21.1504937314,联合精密,21.1504937314,20260825,23.39,24.66,22.13,22.32,4.326494201605713,24.66,False,1,hy,47.0,2,0.006500000000000001,tp,True
600838,20260825,7.29,8.02,8.02,7.26,139674.0,7.29,0.10013717421124824,True,False,1,False,0.10425240054869682,1,140000,1.0,1.0,93650.0,一般零售,3215073487.62,1,93650,一般零售,32.1507348762,上海九百,32.1507348762,20260826,8.29,8.52,7.9,8.31,3.3665835411471168,8.82,False,3,hy,55.0,1,0.006500000000000001,tp,True
000428,20260825,4.01,4.32,4.32,4.0,181288.0,3.93,0.0992366412213741,True,False,1,False,0.08142493638676852,1,140000,1.0,0.0,93148.0,酒店餐饮,4401760320.0,0,93148,酒店餐饮,44.0176032,华天酒店,44.0176032,20260826,4.5,4.75,4.24,4.75,4.166666666666652,4.75,False,1,hy,55.0,2,0.006500000000000001,tp,True
