code,name,nmc
601965,中国汽研,1402760.046435
601966,玲珑轮胎,1573265.384225
601968,宝钢包装,591961.66944
601969,海南矿业,1877797.738432
601975,招商南油,2096794.415744
601985,中国核电,17146022.659236
601988,中国银行,138472943.25382
601990,南京证券,2898731.488
601991,大唐发电,6917017.721148
601992,金隅集团,1175116.315224
601995,中金公司,9910808.8716
601996,丰林集团,316097.865312
601997,贵阳银行,2054783.318712
601998,中信银行,36238306.366143
601999,出版传媒,393904.0105
603000,人民网,1853138.209856
603001,奥康国际,359679.06
603002,宏昌电子,1713592.627099
603004,鼎龙科技,111813.12
603005,晶方科技,1884776.23034
603006,联明股份,274594.59
603007,顺景科技,357275.760906
603009,北特科技,1537970.7786
603010,万盛股份,662102.81988
603011,合锻智能,1196482.93754
603012,创力集团,651672.0
603013,亚普股份,752673.174284
603014,威高血净,318053.620188
603015,弘讯科技,441407.148
603016,新宏泰,488928.0
603017,中衡设计,274809.341535
603018,华设集团,434967.443037
603019,中科曙光,12097996.370536
603020,爱普股份,383901.805028
603022,新通联,183000.0
603023,威帝股份,240548.602417
603025,大豪科技,1489621.720139
603026,石大胜华,1410400.845854
603027,千禾味业,998053.959
603028,赛福天,199822.0
603029,天鹅股份,202277.114
603030,全筑股份,279189.90624
603031,安孚科技,1291619.400464
603032,德新科技,447365.5536
603033,三维股份,751298.015356
603035,常熟汽饰,394189.45808
603036,如通股份,291498.525375
603037,凯众股份,274666.879464
603038,华立股份,433107.494872
603039,泛微网络,1218251.01816
603040,新坐标,968594.889576
603041,美思德,206407.448884
603042,华脉科技,292899.809176
603043,广州酒家,782933.69904
603045,福达合金,676954.88469
603048,浙江黎明,347371.2
603049,中策橡胶,2533485.974454
603050,科林电气,746140.50705
603051,鹿山新材,342338.473728
603052,可川科技,1034938.229256
603053,成都燃气,788445.43
603055,台华新材,833394.149952
603057,紫燕食品,852428.0
603058,永吉股份,418810.20166
603059,倍加洁,251322.6474
603060,国检集团,447807.978635
603061,金海通,2682297.0
603062,麦加芯彩,141545.0958
603063,禾望电气,1430149.625996
603065,宿迁联盛,601218.46582
603066,音飞储存,268586.407562
603067,振华股份,2791666.36778
603068,博通集成,602595.65643
603069,海汽集团,438608.0
603070,万控智造,473581.0
603071,物产环能,708044.186898
603072,天和磁材,399013.03
603073,彩蝶实业,86416.055904
603075,热威股份,81197.721585
603076,乐惠国际,251903.704928
603077,和邦生物,2031292.77744
603078,江化微,1215914.242944
603079,圣达生物,243470.155712
603080,新疆火炬,291065.5
603081,大丰实业,424611.644745
603082,北自科技,177842.0065
603083,剑桥科技,5191258.182201
603085,天成自控,402262.3
603086,先达股份,267410.082945
603087,甘李药业,3935530.27487
603088,宁波精达,447942.89232
603089,正裕工业,232832.26996
603090,宏盛股份,424500.0
603091,众鑫股份,228454.80573
603092,德力佳,144094.653872
603093,南华期货,1189870.59751
603095,越剑智能,394635.3376
603096,新经典,242302.594304
603097,江苏华辰,426885.8592
603098,森特股份,584597.97613
603099,长白山,1048570.061
603100,川仪股份,967320.562906
603101,汇嘉时代,361737.6
603102,百合股份,247680.0
603103,横店影视,1011549.0
603105,芯能科技,396509.020375
603106,恒银科技,420580.16
603107,上海汽配,262899.66759
603108,润达医疗,596743.974288
603109,神驰机电,362769.60132
603110,东方材料,521177.23588
603111,康尼机电,525172.187892
603112,华翔股份,877289.333781
603113,金能科技,475154.74496
603115,海星股份,1899917.6368
603116,红蜻蜓,367039.9096
603117,万林物流,243873.480994
603118,共进股份,1280111.436156
603119,浙江荣泰,2220077.54976
603120,肯特催化,173278.8
603121,华培动力,451942.509525
603122,合富中国,539759.370348
603123,翠微股份,729244.510982
603124,江南新材,925174.62401
603125,常青科技,923026.935
603126,中材节能,387667.5
603127,昭衍新药,2695415.569916
603128,华贸物流,733066.03664
603129,春风动力,4551377.854002
603130,云中马,525029.2156
603131,上海沪工,490200.0051
603132,金徽股份,1930572.0
603135,中重科技,567213.81008
603136,天目湖,253378.85398
603137,恒尚节能,367878.934674
603138,海量数据,442029.58905
603139,康惠股份,365161.28
603150,万朗磁塑,568547.433
603151,邦基科技,310533.9034
603153,上海建科,535816.284263
603155,新亚强,616778.98842
603156,养元饮品,5095302.199338
603158,腾龙股份,545736.404576
603159,上海亚虹,312340.0
603160,汇顶科技,2425440.239775
603161,科华控股,329041.59375
603162,海通发展,618446.558736
603163,圣晖集成,762000.0
603165,荣晟环保,462525.271062
603166,福达股份,708631.510006
603167,渤海轮渡,382352.769945
603168,莎普爱思,218293.20693
603169,兰石重装,863458.878478
603170,宝立食品,514812.87
603171,税友股份,1819198.98
603172,万丰股份,251688.06
603173,福斯达,481440.0
603175,超颖电子,400173.312
603176,汇通集团,253537.535745
603177,德创环保,215626.752
603178,圣龙股份,413720.79175
603179,新泉股份,2817513.67425
603180,金牌家居,242646.48122
603181,皇马科技,750592.5
603182,XD嘉华股,225762.6
603183,建研院,242610.786488
603185,弘元绿能,1003594.814556
603186,华正新材,2652425.193006
603187,海容冷链,420598.0801
603188,亚邦股份,278242.96
603190,亚通精工,279048.0
603191,望变电气,521344.12962
603192,汇得科技,313360.695369
603193,润本股份,225686.509776
603194,中力股份,541874.284677
603195,公牛集团,7074641.98515
603196,璞源材料,446722.91157
603197,保隆科技,639157.488429
603198,迎驾贡酒,3284000.0
603199,九华旅游,377308.12
603200,上海洗霸,721223.22333
603201,常润股份,293268.333294
603202,天有为,264173.602292
603203,快克智能,1337563.7009
603205,健尔康,92890.98
603206,嘉环科技,428195.583164
603207,小方制药,137708.629812
603208,江山欧派,199798.938192
603209,兴通股份,467770.273635
603210,泰鸿万立,315510.69
603211,晋拓股份,564817.024
603212,赛伍技术,487802.05914
603213,镇洋发展,616177.684475
603214,爱婴室,192432.110004
603215,比依股份,268485.49692
603216,梦天家居,492144.9
603217,元利科技,603454.04
603218,日月股份,950737.326
603219,富佳股份,730942.8
603220,中贝通信,983144.593431
603221,爱丽家居,668180.66
603222,济民健康,422697.945075
603223,恒通股份,726291.036597
603225,新凤鸣,3327080.08592
603226,菲林格尔,1225735.62296
603227,雪峰科技,825203.37053
603228,景旺电子,9460690.592466
603229,奥翔药业,646801.475955
603230,内蒙新华,346452.54
603231,索宝蛋白,177357.923958
603232,格尔软件,368692.19203
603233,大参林,2139907.64308
603235,天新药业,1085694.4
603236,移远通信,2520155.187286
603237,五芳斋,308056.640898
603238,诺邦股份,220821.196
603239,浙江仙通,385776.0
603248,锡华科技,126849.783074
603255,鼎际得,185059.5064
603256,宏和科技,10917453.804705
603257,中国瑞林,178433.4
603258,电魂网络,330637.6495
603259,XD药明康,38046470.024218
603260,合盛硅业,3888278.628949
603261,立航科技,447358.986984
603262,技源集团,200556.415862
603266,天龙股份,330350.89175
603267,鸿远电子,1097634.237
603268,松发股份,4492390.99392
603269,海鸥股份,1183962.58809
603270,金帝股份,235981.517779
603271,永杰新材,388139.887584
603273,天元智能,81621.0304
603275,众辰科技,150609.401838
603276,恒兴新材,124565.731533
603277,银都股份,692061.738375
603278,大业股份,314760.400032
603279,景津装备,654759.728
603280,南方路机,297576.300915
603281,江瀚新材,980223.61437
603282,亚光股份,223211.76
603283,赛腾股份,1540539.68191
603284,林平发展,78205.1476
603285,键邦股份,195798.77954
603286,日盈电子,503186.571405
603288,海天味业,19125783.01536
603289,泰瑞机器,264644.882348
603290,斯达半导,2049892.86896
603291,联合水务,377089.558164
603293,埃泰克,134910.988284
603296,华勤技术,6067732.795498
603297,永新光学,1190891.4705
603298,杭叉集团,3358358.093636
603299,苏盐井神,843367.361834
603300,海南华铁,979602.22633
603301,振德医疗,2143466.575675
603303,得邦照明,1181391.712275
603305,旭升集团,1299016.416944
603306,华懋科技,2358200.703429
603307,扬州金泉,241029.15
603308,应流股份,3191997.441822
603309,维力医疗,328939.088086
603310,巍华新材,279762.42
603311,金海高科,629810.03169
603312,西典新能,162891.4805
603313,梦百合,366887.367055
603315,福鞍股份,375148.895144
603316,诚邦股份,351999.648
603317,天味食品,1439114.488115
603318,水发燃气,428772.243016
603319,美湖股份,988960.461048
603320,迪贝电气,264883.656528
603321,梅轮电梯,222933.211443
603322,超讯科技,428005.737936
603323,苏农银行,1005839.198193
603324,盛剑科技,371989.971
603325,博隆技术,185956.608
603326,我乐家居,241297.75908
603327,福蓉科技,960777.15184
603328,依顿电子,1046367.856328
603329,上海雅仕,212987.310696
603330,天洋新材,456038.026046
603331,百达精工,253528.247544
603332,苏州龙杰,254640.635568
603333,福华尚纬,616555.365312
603334,丰倍生物,98981.763033
603335,迪生力,274868.8332
603336,宏辉果蔬,556369.11573
603337,杰克科技,1772845.086636
603338,浙江鼎力,2932260.567289
603339,四方科技,388039.23345
603341,龙旗科技,997678.096961
603344,星德胜,130538.84768
603345,安井食品,2247513.699816
603348,文灿股份,462595.949432
603350,安乃达,124695.837
603351,威尔药业,347943.130108
603352,至信股份,117640.00173
603353,和顺石油,578228.274
603355,莱克电气,1567667.075388
603356,华菱精工,222277.78
603357,设计总院,341931.38433
603358,华达科技,2142615.78352
603360,百傲化学,920209.421162
603363,傲农生物,704081.411104
603365,水星家纺,441315.953
603366,日出东方,636616.663083
603367,辰欣药业,655587.978792
603368,柳药集团,622827.40464
603369,今世缘,3852612.11433
603370,华新精科,112352.89
603373,安邦护卫,258860.75457
603375,盛景微,276809.23186
603376,大明电子,89410.2352
603379,三美股份,3574965.240672
603380,易德龙,532985.6664
603381,永臻股份,213348.666686
603382,海阳科技,224158.104726
603383,顶点软件,600725.850075
603385,惠达卫浴,216217.701824
603386,骏亚科技,452609.39072
603387,基蛋生物,470131.310259
603389,亚振家居,1160575.584
603390,通达电气,390043.178448
603391,力聚热能,160342.0
603392,万泰生物,3498574.888668
603393,新天然气,1128054.651147
603395,红四方,175890.0
603396,金辰股份,399790.301508
603399,永杉锂业,709522.548865
603400,华之杰,194193.202
603402,陕西旅游,182895.271518
603406,天富龙,172929.896405
603407,长裕集团,187855.630152
603408,建霖家居,536192.454
603409,汇通控股,97573.079732
603416,信捷电气,657680.86356
603418,友升股份,182087.022024
603421,鼎信通讯,382835.829957
603435,嘉德利,169515.8245
603439,三力制药,493896.584168
603444,吉比特,2880923.62899
603456,九洲药业,1328737.012196
603458,勘设股份,305206.140458
603459,红板科技,674233.296882
603466,风语筑,736992.501588
603468,津富士达,93453.297438
603477,巨星农牧,825804.646247
603486,科沃斯,3000617.514048
603488,展鹏科技,235052.3042
603489,八方股份,660214.992906
603496,恒为科技,715987.867348
603499,翔港科技,581646.936458
603500,祥和实业,315313.397412
603501,豪威集团,9686632.946625
603505,金石资源,1290278.290329
603506,南都物业,215381.112513
603507,振江股份,529556.891994
603508,思维列控,814020.794895
603511,爱慕股份,509994.998928
603515,欧普照明,1141300.099303
603516,淳中科技,1893850.555443
603518,锦泓集团,279388.075008
603519,立霸股份,415471.42884
603520,司太立,384923.875518
603527,众源新材,311899.6608
603528,多伦科技,448971.563316
603529,爱玛科技,1845311.282649
603530,神马电力,2094577.3926
603533,掌阅科技,1053352.404
603535,嘉诚国际,326987.73184
603536,惠发食品,241494.38904
603538,美诺华,920465.306132
603551,奥普科技,364834.567251
603556,海兴电力,1225385.7084
603558,健盛集团,419388.971976
603559,中通国脉,424149.766803
603565,中谷物流,2604078.24772
603566,普莱柯,366826.00938
603567,珍宝岛,518550.617184
603568,伟明环保,2955924.054174
603569,长久物流,361500.843349
603577,汇金通,348634.9948
603578,三星新材,225085.575936
603579,荣泰健康,366317.407208
603580,艾艾精工,896679.4984
603583,捷昌驱动,1002251.51601
603585,苏利股份,288668.547726
603586,金麒麟,272121.25864
603587,地素时尚,614040.920313
603588,高能环境,2240677.886247
603589,口子窖,1160351.77568
603590,康辰药业,475700.656431
603596,伯特利,2689334.916688
603598,引力传媒,506254.3042
603599,广信股份,980360.084565
603600,永艺股份,343650.4968
603601,再升科技,1036103.260697
603602,纵横通信,273572.072896
603605,珀莱雅,2496233.3344
603606,东方电缆,2810122.518616
603607,京华激光,392915.4768
603608,天创时尚,890437.18798
603609,禾丰股份,606595.227843
603610,麒盛科技,499836.135336
603611,诺力股份,420662.091703
603612,索通发展,845283.266923
603613,国联股份,1490072.197284
603615,茶花股份,437694.2
603616,韩建河山,222889.94
603617,君禾股份,269934.983226
603618,杭电股份,2520755.495936
603619,中曼石油,1053207.014158
603626,科森科技,994899.28417
603628,清源股份,268363.241578
603629,利通电子,3908438.039
603630,拉芳家化,329023.89138
603633,徕木股份,283829.19397
603636,南威软件,412055.97133
603637,镇海股份,350390.867436
603638,艾迪精密,1628403.296601
603639,海利尔,362310.306176
603648,畅联股份,338131.1424
603650,彤程新材,3512978.651808
603655,朗博科技,310050.0
603656,泰禾智能,314848.961118
603657,春光科技,341354.87625
603658,安图生物,1884558.884864
603659,璞泰来,4813693.472875
603660,苏州科达,581779.564528
603661,恒林股份,428048.321418
603662,柯力传感,1411170.0867
603663,三祥新材,2265897.66114
603665,康隆达,355892.644954
603666,亿嘉和,527802.11856
603667,五洲新春,1788900.53145
603668,天马科技,603415.501276
603669,灵康药业,371836.86813
603676,卫信康,395126.642
603677,奇精机械,260396.36948
603678,火炬电子,2072994.944529
603679,华体科技,383979.914937
603680,今创集团,785286.204534
603681,永冠新材,442913.02929
603682,锦和商管,502267.5
603683,晶华新材,461204.595657
603685,晨丰科技,559470.379419
603686,福龙马,569970.514288
603687,大胜达,893801.779
603688,石英股份,2436468.943922
603689,皖天然气,405672.172875
603690,至纯科技,891923.73825
603693,江苏新能,1001127.41324
603696,安记食品,355857.6
603697,有友食品,424698.253314
603698,航天工程,1160954.34
603699,纽威股份,3458647.125136
603700,宁水集团,232355.767308
603701,德宏股份,533178.27804
603703,盛洋科技,423696.74452
603706,东方环宇,328957.774218
603707,健友股份,1274748.65478
603708,家家悦,601315.03185
603709,中源家居,200537.648883
603711,香飘飘,482236.9488
603712,七一二,918680.0
603713,密尔克卫,1101553.222318
603716,塞力医疗,391295.40441
603717,天域生物,189755.64096
603719,良品铺子,384053.981
603721,中广天择,273780.0
603722,阿科力,284006.750829
603725,天安新材,321319.99472
603726,朗迪集团,448612.749
603727,博迈科,511883.926309
603728,鸣志电器,2099857.9725
603730,岱美股份,2329075.550204
603733,仙鹤股份,1538070.57886
603737,三棵树,2176266.419344
603738,泰晶科技,1323594.09756
603739,蔚蓝生物,321852.717552
603755,日辰股份,247717.566672
603757,大元泵业,1350788.702419
603758,秦安股份,495917.876105
603759,海天股份,347705.28
603766,隆鑫通用,3033081.31245
603767,中马传动,436713.5725
603768,常青股份,276742.661691
603773,沃格光电,1892468.125759
603776,永安行,567697.876584
603777,来伊份,469865.95323
603778,国晟科技,693642.856218
603779,威龙股份,278285.347852
603786,科博达,1596041.6784
603787,新日股份,237508.39128
603788,宁波高发,305599.14316
603790,雅运股份,459838.08
603797,联泰环保,276193.88601
603798,康普顿,365953.65055
603799,华友钴业,7186120.598979
603800,洪田股份,1167920.0
603801,志邦家居,272338.379841
603803,瑞斯康达,458874.24156
603806,福斯特,3780072.522198
603808,歌力思,315720.446244
603809,豪能股份,815375.883002
603810,丰山集团,201717.45838
603811,诚意药业,330380.980608
603813,原尚股份,289316.325
603815,交建股份,335456.93537
603816,顾家家居,1936899.941404
603817,海峡环保,334069.246854
603818,曲美家居,261573.208755
603819,神力股份,370576.778274
603823,百合花,2196756.006304
603826,坤彩科技,1345780.8
603829,洛凯股份,290947.740358
603833,欧派家居,1895926.15791
603836,海程邦达,261077.854752
603839,安正时尚,268976.259
603848,好太太,545663.228916
603855,华荣股份,572418.445
603856,东宏股份,330851.75838
603858,步长制药,1566034.13637
603859,能科科技,926180.798285
603860,中公高科,177235.44
603861,白云电器,617917.592782
603863,松炀资源,253970.65
603866,桃李面包,694278.11327
603867,新化股份,627217.048644
603868,飞科电器,1380416.4
603871,嘉友国际,1913844.112542
603876,鼎胜新材,1841807.616166
603877,太平鸟,595571.59764
603878,武进不锈,287308.792832
603879,永悦科技,188296.48656
603880,南卫股份,279503.614
603881,数据港,2130993.530328
603882,金域医学,1228559.32059
603883,老百姓,1022225.147892
603885,吉祥航空,2223230.3997
603886,元祖股份,303360.0
603887,城地香江,580958.391265
603888,新华网,1229103.04716
603889,新澳股份,586951.572788
603890,春秋电子,988375.901548
603893,瑞芯微,7996392.495
603895,天永智能,288897.84
603896,寿仙谷,294788.735806
603897,长城科技,615384.765061
603898,好莱客,348566.428602
603899,晨光股份,2120982.093132
603900,莱绅通灵,238535.79264
603901,永创智能,562072.357236
603903,中持股份,346979.17332
603906,龙蟠科技,1052803.46061
603908,牧高笛,181504.499612
603909,建发合诚,256502.36976
603912,佳力图,496228.55535
603915,国茂股份,885797.21552
603916,苏博特,470767.12592
603917,合力科技,269476.48
603918,金桥信息,414031.934484
603919,金徽酒,899879.234678
603920,世运电路,2589088.194981
603926,铁流股份,390348.091201
603927,中科软,1164287.04
603928,兴业股份,386699.04
603929,亚翔集成,3205947.36
603931,格林达,665128.08054
603933,睿能科技,394334.6925
603936,博敏电子,1007376.010392
603937,丽岛新材,242314.70956
603938,三孚股份,1510984.138653
603939,益丰药房,2776378.79294
603948,建业股份,319453.702322
603949,雪龙集团,311734.421342
603950,长源东谷,2109681.3632
603955,大千生态,287319.24
603956,威派格,347072.928174
603958,哈森股份,454294.56
603960,克来机电,428431.3686
603966,法兰泰克,384056.124384
603967,中创物流,404213.38386
603968,醋化股份,218589.12
603969,银龙股份,672727.502
603970,中农立华,299443.349276
603976,正川股份,614723.242878
603977,国泰集团,733065.35704
603978,深圳新星,462296.51481
603979,金诚信,4961646.18132
603980,吉华集团,537405.68784
603982,泉峰汽车,213579.181692
603983,丸美生物,1334528.0
603985,恒润股份,782963.813328
603986,兆易创新,24942673.144476
603987,康德莱,330650.69616
603988,中电电机,455112.0
603989,艾华集团,1256954.11872
603990,麦迪科技,632773.778463
603991,领先股份,1429002.50808
603992,松霖科技,918868.73468
603993,洛阳钼业,32267636.341248
603995,甬金股份,899206.399839
603997,继峰股份,1454198.739552
603998,方盛制药,474207.8688
603999,读者传媒,347328.0
605001,威奥股份,248696.838
605003,众望布艺,255530.0
605005,合兴股份,640798.0
605006,山东玻纤,958833.112968
605007,五洲特纸,702848.689543
605008,长鸿高科,870111.371658
605009,豪悦护理,536103.887782
605011,杭州热电,686171.5
605016,百龙创园,934527.412
605018,长华集团,555147.701533
605020,永和股份,1657637.461152
605028,世茂能源,396480.0
605033,美邦股份,270129.6
605050,福然德,516484.981688
605055,迎丰股份,416240.0
605056,咸亨国际,551841.8976
605058,澳弘电子,392615.30464
605060,联德股份,978946.632
605066,天正电气,351703.1875
605068,明新旭腾,343049.816925
605069,正和生态,226093.226904
605077,华康股份,336259.528394
605080,浙江自然,325193.7304
605086,龙高股份,439398.4
605088,冠盛股份,458118.494361
605089,味知香,295182.0
605090,九丰能源,2364670.2553
605098,行动教育,681877.7898
605099,共创草坪,1196325.8496
605100,华丰股份,774618.0288
605108,同庆楼,344500.0
605111,新洁能,2241134.531532
605116,奥锐特,797743.871576
605117,德业股份,11003703.666224
605118,力鼎光电,1422044.643
605122,四方新材,201654.18
605123,派克新材,987179.257124
605128,上海沿浦,799724.234421
605133,嵘泰股份,698524.445312
605136,丽人丽妆,348398.895
605138,盛泰集团,333898.57968
605151,西上海,254038.371136
605155,西大门,270084.284052
605158,华达新材,401464.7
605162,新中港,472959.860148
605166,聚合顺,276021.696952
605167,利柏特,818401.68837
605168,三人行,1006018.657192
605169,洪通燃气,356994.56
605177,东亚药业,249694.241511
605178,时空科技,645109.88
605179,一鸣食品,1150068.0
605180,华生科技,222404.0
605183,确成股份,642565.07531
605186,健麾信息,348432.0
605188,国光连锁,726077.495
605189,富春染织,329717.155576
605196,华通线缆,1745793.20814
605198,安德利,1783102.776
605208,永茂泰,485671.68
605218,伟时电子,342125.941889
605222,起帆电缆,870822.451077
605228,神通科技,511011.926649
605255,天普股份,871654.08
605258,协和电子,258544.0
605259,绿田机械,305807.04
605266,健之佳,246341.427232
605268,王力安防,425130.75
605277,新亚电子,654988.605952
605286,同力天启,433272.0
605287,德才股份,537040.0
605288,凯迪股份,644805.087597
605289,罗曼股份,1566771.9081
605296,神农集团,1847650.419006
605298,必得科技,907042.37
605299,舒华体育,548301.76926
605300,佳禾食品,468939.352104
605303,园林股份,399223.822208
605305,中际联合,662849.88
605318,法狮龙,974399.967
605319,无锡振华,913202.48616
605333,沪光股份,811606.670094
605337,李子园,366685.216568
605338,巴比食品,463561.49097
605339,南侨食品,574065.203448
605358,立昂微,3100380.482595
605365,立达信,795188.395584
605366,宏柏新材,609761.0553
605368,蓝天燃气,498815.86867
605369,拱东医疗,371686.922039
605376,博迁新材,3485558.4
605377,华旺科技,454242.938688
605378,野马电池,376338.816
605388,均瑶健康,371099.112
605389,长龄液压,1178557.580564
605398,新炬网络,433801.866414
605399,晨光新材,351480.06352
605488,福莱新材,810136.989358
605499,东鹏饮料,8139919.4929
605500,森林包装,303755.2
605507,国邦医药,1218905.8182
605555,德昌股份,601697.81672
605566,福莱蒽特,377885.56
605567,春雪食品,192600.0
605577,龙版传媒,691111.111975
605580,恒盛能源,629160.0
605588,冠石科技,329386.621866
605589,圣泉集团,3118057.426628
605598,上海港湾,631798.466327
605599,菜百股份,1158888.922
000001,平安银行,23073359.454299
000002,万 科Ａ,3147696.661896
000006,深振业Ａ,946346.527246
000007,全新好,430288.470648
000008,神州高铁,676357.941048
000009,中国宝安,1821246.468755
000011,深物业A,447504.21155
000012,南 玻Ａ,728865.774456
000014,沙河股份,254874.673872
000017,深中华A,419662.497352
000019,深粮控股,296756.950691
000020,深华发Ａ,222471.100148
000021,深科技,5469993.502424
000025,特 力Ａ,604878.6128
000026,飞亚达,719764.692525
000027,深圳能源,3006670.426912
000028,国药一致,1061709.486558
000029,深深房Ａ,1975918.56
000030,富奥股份,676677.501225
000031,大悦城,985850.08123
000032,深桑达Ａ,1700035.856089
000034,神州数码,1992100.834986
000035,中国天楹,1117239.192909
000036,华联控股,554177.586245
000037,深南电A,316201.30395
000039,中集集团,2161021.305399
000042,中洲控股,581788.590852
000045,深纺织Ａ,500895.946504
000048,京基智农,1180874.43525
000049,德赛电池,889429.135806
000050,深天马Ａ,1605161.868866
000055,方大集团,241280.031153
000058,深 赛 格,711966.498717
000059,华锦股份,919662.467525
000060,中金岭南,2891156.886408
000061,农 产 品,1135800.437904
000062,深圳华强,2483398.984006
000063,中兴通讯,13319343.414224
000065,北方国际,1042653.182967
000066,中国长城,4590014.339474
000068,华控赛格,322134.86848
000069,华侨城Ａ,1269342.727704
000070,特发信息,1329624.847632
000088,盐 田 港,1432803.096126
000089,深圳机场,1361710.953976
000090,天健集团,650224.057032
000096,广聚能源,423492.992
000099,中信海直,1075993.180019
000100,TCL科技,9655190.51328
000151,中成股份,314401.323595
000153,丰原药业,286652.383484
000155,川能动力,2219094.347084
000156,华数传媒,1200112.369162
000157,中联重科,4680616.294306
000158,常山北明,2164866.000845
000159,国际实业,273981.04101
000166,申万宏源,10343797.858044
000301,东方盛虹,9661441.359626
000333,美的集团,60292731.46617
000338,潍柴动力,13307913.977955
000400,许继电气,2225023.814928
000401,金隅冀东,947287.68768
000402,金 融 街,777053.46472
000403,派林生物,973606.684545
000404,长虹华意,488554.3968
000407,胜利股份,371331.657888
000408,藏格矿业,11864008.596748
000409,云鼎科技,543236.01928
000410,沈阳机床,1048581.753156
000411,英特集团,576138.126592
000415,渤海租赁,2459168.730648
000417,合百集团,490787.29413
000419,通程控股,279401.48467
000420,吉林化纤,938991.962626
000421,南京公用,334189.068804
000422,湖北宜化,1327703.674528
000423,东阿阿胶,3100889.922515
000425,徐工机械,7324441.103716
000426,兴业银锡,6823774.483616
000428,华天酒店,477876.294
000429,粤高速Ａ,1699542.197424
000430,张家界,283475.71179
000498,山东路桥,720325.846163
000501,武商集团,580061.887705
000503,国新健康,688402.536816
000504,南华生物,266589.14238
000505,京粮控股,467354.527206
000506,招金黄金,1916851.167504
000507,珠海港,457493.708685
000509,华塑控股,378813.057224
000510,新金路,971178.8672
000513,丽珠集团,1519603.836476
000514,渝 开 发,359446.43109
000516,国际医学,892923.086205
000517,荣安地产,545745.025104
000518,四环生物,401518.92027
000519,中兵红箭,2200243.19156
000520,凤凰航运,449365.05402
000521,长虹美菱,429766.832224
000523,红棉股份,604853.684198
000524,岭南控股,682738.668633
000525,红太阳,525862.482365
000526,学大教育,451152.612426
000528,柳 工,1617969.322766
000529,广弘控股,289501.263516
000530,冰山冷热,320462.33115
000531,穗恒运Ａ,511276.964256
000532,华金资本,396456.406884
000533,顺钠股份,825307.392
000534,万泽股份,1257293.846172
000536,华映科技,994709.70576
000537,绿发电力,1537676.988452
000538,云南白药,9102643.469086
000539,粤电力Ａ,1310913.479187
000541,佛山照明,605909.6692
000543,皖能电力,1677478.86494
000544,中原环保,719317.152144
000545,金浦钛业,218759.487312
000546,金圆股份,322574.510378
000547,航天发展,2321705.871582
000548,湖南投资,231136.920493
000550,江铃汽车,891238.17204
000551,创元科技,588015.440078
000552,甘肃能化,953808.266752
000553,安道麦A,1232222.729926
000554,泰山石油,233907.422847
000555,神州信息,1082157.74457
000557,西部创业,543802.741854
000558,天府文旅,502585.15437
000559,万向钱潮,3615858.384424
000560,我爱我家,737946.757485
000561,烽火电子,610130.42496
000563,陕国投Ａ,1554646.988832
000564,供销大集,2415180.724
000565,渝三峡Ａ,274463.87526
000566,海南海药,632767.90352
000567,海德股份,1309569.787008
000568,泸州老窖,11756712.614904
000570,苏常柴Ａ,288960.10364
000571,新大洲A,483511.3371
000572,海马汽车,642120.949197
000573,粤宏远Ａ,241005.291039
000576,甘化科工,364838.634501
000581,威孚高科,1436148.907641
000582,北部湾港,2627041.135614
000586,汇源通信,257341.74
000589,贵州轮胎,671688.15624
000590,古汉医药,221639.051002
000591,太阳能,1655039.915024
000592,平潭发展,1434404.244301
000593,德龙汇能,787587.192743
000595,新能股份,637647.56496
000596,古井贡酒,4133806.2
000597,东北制药,673599.386286
000598,兴蓉环境,2154165.298012
000599,青岛双星,386319.018976
000600,建投能源,813177.953496
000601,韶能股份,646699.309808
000603,盛达资源,2410846.354144
000605,渤海股份,210889.8428
000607,华媒控股,337208.686008
000608,阳光股份,424561.091424
000612,焦作万方,1314995.931582
000617,中油资本,9279286.043986
000619,海螺新材,181800.0
000620,盈新发展,1387509.398055
000623,吉林敖东,2202202.114982
000625,长安汽车,5886119.176992
000626,远大控股,477584.194137
000628,高新发展,1026554.0439
000629,钒钛股份,2787133.329
000630,铜陵有色,7120378.074159
000631,顺发恒能,680800.02516
000633,合金投资,206417.015928
000635,英 力 特,282084.438504
000636,风华高科,5554998.939929
000637,茂化实华,154221.276015
000650,仁和药业,716285.578692
000651,格力电器,21489256.878918
000652,泰达股份,508919.64203
000655,金岭矿业,429240.30583
000656,金科股份,948387.079
000657,中钨高新,8377697.368348
000659,珠海中富,374139.43332
000661,长春高新,2946825.392394
000663,永安林业,187456.331952
000665,湖北广电,473041.82848
000668,荣丰控股,319381.11075
000670,盈方微,579654.153746
000672,上峰材料,1443429.82505
000676,智度股份,893910.11572
000678,襄阳轴承,423762.076834
000679,大连友谊,227739.6
000680,山推股份,1393444.77982
000681,视觉中国,1162952.27396
000682,东方电子,1497450.221223
000683,博源化工,2126666.397401
000685,中山公用,1424843.15742
000686,东北证券,1898107.314065
000688,国城矿业,3312252.16387
000690,宝新能源,1076361.771375
000691,亚太实业,324886.35
000692,惠天热电,227519.680752
000695,滨海能源,321404.340411
000697,炼石航空,598899.438116
000700,模塑科技,1018997.08179
000701,厦门信达,351902.474537
000702,正虹科技,216987.217448
000703,恒逸石化,6817685.085321
000705,浙江震元,203296.95967
000707,双环科技,255526.465296
000708,中信特钢,6859057.997952
000709,河钢股份,2170436.60358
