date,code,name,price,pct,amount,float_mv,total_mv,turnover,lianban,first_seal,last_seal,seal_amt,open_times,industry,zt_days,zt_count,market_flag
20260810,002626,金达威,16.46,10.026738166809082,186646728,10038312586.720001,10039547086.720001,1.8765066862106323,1,93403,93403,113628597,0,食品加工,1,1,0
20260810,000710,贝瑞基因,9.99,10.022026062011719,205478932,3292003930.77,3531679505.28,6.390527248382568,1,93424,93424,85456458,0,医疗服务,1,1,0
20260810,002112,三变科技,17.7,10.00621509552002,791977248,4638808035.0,5206123656.0,17.34731101989746,1,93439,102236,77881327,2,电网设备,1,1,0
20260810,603269,海鸥股份,15.53,9.985836029052734,299054000,6708113459.7,6708113428.639999,4.493719577789307,1,93548,94754,65189349,2,通用设备,1,1,1
20260810,002951,金时科技,15.47,10.028449058532715,110776873,6205394854.75,6265350000.0,1.8133774995803833,1,93600,93736,90335518,1,其他电源,1,1,0
20260810,601700,风范股份,7.08,9.937888145446777,1880022832,8062401684.0,8062401655.68,23.823373794555664,1,93639,145033,5239908,11,电网设备,6,5,1
20260810,002370,亚太药业,5.81,10.03787899017334,196798854,4332066899.299999,4332328384.16,4.614027500152588,1,93730,93821,62677402,1,化学制药,1,1,0
20260810,002458,益生股份,9.99,10.022026062011719,360006352,9654191904.24,14297618469.6,3.796635627746582,1,93821,93821,101026322,0,养殖业,1,1,0
20260810,000537,绿发电力,8.32,10.052909851074219,501123360,17103572919.68,17103572961.28,2.9827258586883545,1,93827,101121,90921176,1,电力,1,1,0
20260810,002589,瑞康医药,3.34,9.86842155456543,556672048,4561075770.32,5025732949.76,12.388507843017578,2,94100,94100,104287097,0,医药商业,2,2,0
20260810,605033,美邦股份,19.6,9.988776206970215,104466930,2649920000.0,2649920000.0,3.9978549480438232,1,94136,94245,29429400,1,农化制品,1,1,1
20260810,605162,新中港,9.33,10.023585319519043,197475177,4131756081.63,4131756016.32,4.907541751861572,1,94205,94302,74607345,1,电力,1,1,1
20260810,603797,联泰环保,4.59,10.071942329406738,121521105,2646617822.1,2646617794.56,4.675599098205566,1,94243,101541,18094018,2,环境治理,1,1,1
20260810,002300,太阳电缆,7.9,10.027854919433594,704563360,5706130586.900001,5706436198.400001,12.639200210571289,1,94312,112106,13713610,2,电网设备,1,1,0
20260810,600833,第一医药,11.01,9.990009307861328,144364804,2456180680.47,2456180680.47,5.992420196533203,1,94343,131607,23119899,1,医药商业,1,1,1
