代码,SECUCODE,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日,_absnet,in_streak,连板数,有机构,机构买入家数,净买亿,买亿,卖亿,阶段
605179,605179.SH,一鸣食品,20260731,买一主买，成功率65.60%,19.37,9.9943,-24213774.0,34653491.0,58867265.0,93520756.0,446395333.0,-5.424289236465,20.95020917255,5.2931,7767370000.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.01548787,11.97728446,17.91430046,64.73928756,24213774.0,True,4,False,,-0.24213774,0.34653491,0.58867265,中位(3-4板)
603779,603779.SH,威龙股份,20260513,普通席位买入，成功率43.71%,8.2,10.0671,23219653.0,32639813.0,9420160.0,42059973.0,35902593.0,64.674027861999,117.150237588689,1.3185,2723078582.8,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.0,20.97560976,60.97560976,42.68292683,23219653.0,True,1,False,,0.23219653,0.32639813,0.0942016,低位(1-2板)
002514,002514.SZ,*ST宝馨,20260513,西藏自治区资金买入，成功率29.44%,3.38,4.9689,20651029.65,49226310.0,28575280.35,77801590.35,393790219.0,5.244170284991,19.757115996322,0.2612,1872630235.32,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.0295858,10.35502959,28.10650888,42.6035503,20651029.65,True,3,False,,0.2065102965,0.4922631,0.28575280350000004,中位(3-4板)
300862,300862.SZ,蓝盾光电,20260811,普通席位买入，成功率43.33%,27.37,19.9912,20611140.18,31172506.18,10561366.0,41733872.18,37169973.0,55.451049641602,112.278457076092,0.4121,4145761461.59,连续三个交易日内，涨幅偏离值累计达到30%的证券,19.98538546,43.98976982,106.43039825,,20611140.18,True,2,False,,0.2061114018,0.3117250618,0.10561366,低位(1-2板)
002856,002856.SZ,*ST美芝,20260515,1家机构买入，成功率37.20%,17.98,5.0234,20154565.8,62401356.6,42246790.8,104648147.4,392236248.0,5.138374105598,26.679876715525,16.4249,2227801885.14,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2.94771969,8.12013348,0.94549499,23.80422692,20154565.8,True,5,True,1.0,0.20154565800000002,0.624013566,0.42246790799999995,高位(5板+)
603758,603758.SH,秦安股份,20260812,买一主买，成功率25.22%,13.95,10.0158,19443409.1,35567000.1,16123591.0,51690591.1,92993286.0,20.908400957033,55.585293652275,0.601,6041968883.55,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.03584229,-0.93189964,-17.13261649,-9.10394265,19443409.1,True,4,False,,0.194434091,0.355670001,0.16123591,中位(3-4板)
600403,600403.SH,大有能源,20260601,买一主买，成功率51.24%,5.56,10.099,19117013.0,58969249.0,39852236.0,98821485.0,237944300.0,8.034238685272,41.531352085341,1.8439,13292916955.12,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.07194245,21.04316547,60.97122302,17.44604317,19117013.0,True,1,False,,0.19117013,0.58969249,0.39852236,低位(1-2板)
603221,603221.SH,爱丽家居,20260729,普通席位买入，成功率69.73%,18.63,9.9764,19071076.26,27622859.26,8551783.0,36174642.26,34371545.0,55.485071328624,105.245901108024,0.4639,4513490100.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.98389694,20.98765432,46.53784219,48.57980698,19071076.26,True,7,False,,0.19071076260000003,0.2762285926,0.08551783,高位(5板+)
603221,603221.SH,爱丽家居,20260727,普通席位买入，成功率51.67%,15.4,10.0,18536525.0,22211805.0,3675280.0,25887085.0,22211805.0,83.453483406684,116.546516593316,0.2251,3730958000.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.0,20.97402597,60.97402597,85.91859185,18536525.0,True,5,False,,0.18536525,0.22211805,0.0367528,高位(5板+)
000609,000609.SZ,*ST中迪,20260430,普通席位买入，成功率56.23%,14.42,5.0255,18502894.0,44320018.0,25817124.0,70137142.0,88377793.0,20.936134940595,79.360594578324,1.009,4197060282.24,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.99306519,10.26352288,2.14979196,7.14285714,18502894.0,True,8,False,,0.18502894,0.44320018,0.25817124,高位(5板+)
605179,605179.SH,一鸣食品,20260803,买一主买，成功率35.22%,21.31,10.0155,17986687.01,81825515.01,63838828.0,145664343.01,770646579.0,2.333973510054,18.901575245947,9.6216,8545310000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,1.78320038,9.52604411,17.87893008,64.7114031,17986687.01,True,5,False,,0.17986687010000002,0.8182551501,0.63838828,高位(5板+)
603137,603137.SH,恒尚节能,20260706,买一主买，成功率45.71%,18.94,9.9884,16563426.0,24147638.0,7584212.0,31731850.0,24147638.0,68.592323605315,131.407676394685,0.396,3464757345.96,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.97888068,20.96092925,55.38542767,37.11721225,16563426.0,True,5,False,,0.16563426,0.24147638,0.07584212,高位(5板+)
003032,003032.SZ,传智教育,20260730,1家机构买入，成功率17.19%,8.01,10.0275,15785246.28,69853222.28,54067976.0,123921198.28,274587189.0,5.748719136347,45.129999957864,8.7976,2278697680.08,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98751561,20.97378277,36.70411985,45.06866417,15785246.28,True,4,True,1.0,0.15785246279999998,0.6985322228,0.54067976,中位(3-4板)
002879,002879.SZ,长缆科技,20260727,2家机构买入，成功率28.57%,19.86,10.0277,15513076.96,124969184.4,109456107.44,234425291.84,1331835023.0,1.164789684315,17.601676468302,37.5351,2723580957.06,连续三个交易日内，涨幅偏离值累计达到20%的证券,-4.83383686,-9.71802618,-9.96978852,-7.70392749,15513076.96,True,5,True,2.0,0.1551307696,1.249691844,1.0945610744,高位(5板+)
603137,603137.SH,恒尚节能,20260708,普通席位买入，成功率38.85%,22.91,9.9856,-15273168.4,134577904.0,149851072.4,284428976.4,1085387811.0,-1.407162329005,26.205285660795,25.5365,4191002681.94,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.99563509,16.76123963,55.43430816,7.68223483,15273168.4,True,7,False,,-0.152731684,1.34577904,1.498510724,高位(5板+)
002207,002207.SZ,*ST准油,20260507,西藏自治区资金买入，成功率27.06%,7.57,4.9931,-15249433.95,76289605.3,91539039.25,167828644.55,792174230.0,-1.925010101629,21.18582480902,10.472,1974346083.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.01981506,10.30383091,27.74108322,20.60766182,15249433.95,True,3,False,,-0.1524943395,0.762896053,0.9153903925,中位(3-4板)
002207,002207.SZ,*ST准油,20260515,1家机构买入，成功率48.96%,10.15,4.9638,13682840.0,43748358.0,30065518.0,73813876.0,252054115.0,5.428532678389,29.284931928209,8.9092,2647240785.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-5.02463054,-0.2955665,-14.38423645,-12.80788177,13682840.0,True,9,True,1.0,0.1368284,0.43748358,0.30065518,高位(5板+)
603221,603221.SH,爱丽家居,20260731,普通席位买入，成功率37.42%,22.54,10.0049,-13184539.5,55417129.0,68601668.5,124018797.5,518451217.0,-2.543062696678,23.921015793469,8.2514,5460765800.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.98225377,10.11535049,19.91882417,16.36567383,13184539.5,True,9,False,,-0.131845395,0.55417129,0.686016685,高位(5板+)
300862,300862.SZ,蓝盾光电,20260813,普通席位买入，成功率49.67%,39.41,20.0061,12702013.0,121490683.0,108788670.0,230279353.0,478351375.0,2.655372946299,48.140209276079,6.8709,5969472385.87,连续三个交易日内，涨幅偏离值累计达到30%的证券,19.99492515,38.97487947,35.49860442,,12702013.0,True,4,False,,0.12702013,1.21490683,1.0878867,中位(3-4板)
000609,000609.SZ,*ST中迪,20260427,普通席位买入，成功率75.86%,12.46,4.9705,10789325.0,17775450.0,6986125.0,24761575.0,26207675.0,41.168569894125,94.482150744009,0.1996,3626586069.12,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.97592295,10.19261637,27.60834671,21.18780096,10789325.0,True,5,False,,0.10789325,0.1777545,0.06986125,高位(5板+)
600403,600403.SH,大有能源,20260608,买一主买，成功率25.73%,8.95,9.9509,-10782866.43,260452508.28,271235374.71,531687882.99,3569554224.0,-0.302078796212,14.895077917998,9.0195,21397770997.9,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-9.94413408,-14.52513966,-27.03910615,-30.39106145,10782866.43,True,6,False,,-0.1078286643,2.6045250828,2.7123537471,高位(5板+)
603595,603595.SH,ST东尼,20260623,普通席位买入，成功率45.65%,31.94,4.9967,-10717209.0,20768545.41,31485754.41,52254299.82,99755246.0,-10.743504156162,52.382508103885,0.1056,7424207892.44,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.00939261,10.26925485,4.47714465,0.7827176,10717209.0,True,3,False,,-0.10717209,0.2076854541,0.3148575441,中位(3-4板)
600272,600272.SH,开开实业,20260811,普通席位买入，成功率35.25%,15.7,10.021,-10593069.15,61900379.35,72493448.5,134393827.85,752039618.0,-1.408578603634,17.870578176109,30.2747,2547040000.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.0,1.91082803,33.31210191,22.1656051,10593069.15,True,4,False,,-0.10593069150000001,0.6190037935,0.724934485,中位(3-4板)
603595,603595.SH,ST东尼,20260626,普通席位买入，成功率36.45%,36.98,4.9972,-10345925.65,26967199.0,37313124.65,64280323.65,157688897.0,-6.560972805841,40.764013746637,1.4485,8595717215.48,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,-5.00270416,-9.76203353,-2.65008112,-19.14548405,10345925.65,True,6,False,,-0.1034592565,0.26967199,0.37313124649999996,高位(5板+)
300862,300862.SZ,蓝盾光电,20260810,普通席位买入，成功率26.67%,22.81,19.9895,10308705.78,20085071.78,9776366.0,29861437.78,20085072.0,51.325211978329,148.674785830989,0.5813,3455053669.67,日涨幅达到15%的前5只证券,19.99123192,43.97194213,140.11398509,138.49188952,10308705.78,True,1,False,,0.10308705779999999,0.20085071780000002,0.09776366,低位(1-2板)
603137,603137.SH,恒尚节能,20260702,买一主买，成功率66.67%,15.65,9.9789,9037943.0,12969840.0,3931897.0,16901737.0,12969840.0,69.684306051578,130.315693948422,0.1985,2862906677.1,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.03194888,21.02236422,61.02236422,104.79233227,9037943.0,True,3,False,,0.09037943,0.1296984,0.03931897,中位(3-4板)
601991,601991.SH,大唐发电,20260506,普通席位买入，成功率54.33%,4.58,10.0962,8372107.98000002,185216046.3,176843938.32,362059984.62,1509568365.0,0.554602770839,23.984338372115,2.6606,56774088105.48,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.04366812,20.96069869,60.91703057,64.62882096,8372107.98000002,True,1,False,,0.0837210798000002,1.8521604630000001,1.7684393831999998,低位(1-2板)
601991,601991.SH,大唐发电,20260507,普通席位买入，成功率41.55%,5.04,10.0437,-7094915.41,176367311.99,183462227.4,359829539.39,1665333844.0,-0.426035622561,21.607051384107,2.6948,62476289094.24,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,9.92063492,20.83333333,42.85714286,39.88095238,7094915.41,True,2,False,,-0.0709491541,1.7636731199000002,1.834622274,低位(1-2板)
000056,000056.SZ,*ST皇庭,20260527,1家机构买入，成功率43.76%,1.46,5.036,6922236.48,22244191.0,15321954.52,37566145.52,107447462.0,6.442438333257,34.962338635788,4.841,1458094440.52,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.79452055,9.5890411,14.38356164,18.49315068,6922236.48,True,3,True,1.0,0.0692223648,0.22244191,0.1532195452,中位(3-4板)
002514,002514.SZ,*ST宝馨,20260520,西藏自治区资金买入，成功率34.79%,4.33,5.0971,6840089.2,32679401.2,25839312.0,58518713.2,161033966.0,4.247606495638,36.339360355815,1.5333,2398961218.62,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,3.926097,-1.15473441,11.31639723,0.92378753,6840089.2,True,8,False,,0.068400892,0.32679401199999997,0.25839312,高位(5板+)
600265,600265.SH,*ST景谷,20260602,买一主买，成功率50.30%,26.95,4.9864,6489433.0,40516438.0,34027005.0,74543443.0,183389903.0,3.538598850778,40.647517546263,2.9814,3498110000.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.00927644,3.15398887,-8.83116883,-14.5825603,6489433.0,True,6,False,,0.06489433,0.40516438,0.34027005,高位(5板+)
603378,603378.SH,*ST亚士,20260514,普通席位买入，成功率37.11%,5.11,4.9281,6470404.09,34458708.64,27988304.55,62447013.19,342150684.0,1.891097809408,18.251319114709,2.2956,2190128840.62,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.08806262,10.37181996,2.93542074,1.36986301,6470404.09,True,3,False,,0.0647040409,0.3445870864,0.2798830455,中位(3-4板)
002977,002977.SZ,*ST天箭,20260702,2家机构买入，成功率64.90%,23.18,4.9819,6171057.0,9545725.0,3374668.0,12920393.0,16917987.0,36.476307730938,76.370746708814,0.3648,1546259637.04,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.00431406,11.47540984,1.72562554,-0.12942192,6171057.0,True,3,True,2.0,0.06171057,0.09545725,0.03374668,中位(3-4板)
002717,002717.SZ,*ST岭南,20260608,西藏自治区资金买入，成功率22.56%,1.17,5.4054,6148302.2,33054435.1,26906132.9,59960568.0,405119019.0,1.517653309681,14.800728967997,11.7259,2010708140.22,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.85470085,-1.70940171,1.70940171,-12.82051282,6148302.2,True,5,False,,0.061483022000000005,0.330544351,0.26906132899999996,高位(5板+)
002514,002514.SZ,*ST宝馨,20260515,普通席位买入，成功率70.42%,3.73,5.0704,6057229.0,9060655.0,3003426.0,12064081.0,22157709.0,27.336892094756,54.446427651884,0.4912,2066541650.22,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.09383378,10.45576408,14.74530831,16.62198391,6057229.0,True,5,False,,0.06057229,0.09060655,0.03003426,高位(5板+)
002674,002674.SZ,兴业科技,20260626,普通席位买入，成功率52.04%,28.83,9.9962,5733196.0,103053685.0,97320489.0,200374174.0,293050041.0,1.956388055923,68.37541237539,2.574,8434610087.16,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.95490808,-1.04058273,0.69372182,6.8331599,5733196.0,True,6,False,,0.05733196,1.03053685,0.97320489,高位(5板+)
603789,603789.SH,ST星农,20260706,普通席位买入，成功率35.71%,6.99,10.0787,5486451.0,13063611.0,7577160.0,20640771.0,17843163.0,30.748197502876,115.678879355639,0.9818,1817400000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-8.58369099,0.57224607,-7.8683834,-18.59799714,5486451.0,True,5,False,,0.05486451,0.13063611,0.0757716,高位(5板+)
603272,603272.SH,*ST联翔,20260506,普通席位买入，成功率31.73%,28.14,5.0,-5090415.87000001,75545482.11,80635897.98,156181380.09,604082300.0,-0.842669263774,25.854321520429,15.9813,2916063780.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,-5.01066098,-7.24946695,7.39161336,21.74840085,5090415.87000001,True,5,False,,-0.050904158700000104,0.7554548211,0.8063589798,高位(5板+)
600381,600381.SH,*ST春天,20260513,普通席位买入，成功率34.60%,4.82,5.0109,5059026.46,11485189.76,6426163.3,17911353.06,31700224.0,15.958961236362,56.502291781913,0.0714,2829632771.62,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,4.97925311,10.1659751,0.62240664,12.65560166,5059026.46,True,9,False,,0.0505902646,0.1148518976,0.064261633,高位(5板+)
600381,600381.SH,*ST春天,20260430,买一主买，成功率41.82%,3.59,4.9708,4994517.68,10820588.0,5826070.32,16646658.32,55565017.0,8.988601011316,29.958882798506,0.1861,2107548060.19,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.01392758,10.30640669,27.8551532,42.33983287,4994517.68,True,3,False,,0.0499451768,0.10820588,0.0582607032,中位(3-4板)
000909,000909.SZ,*ST数源,20260702,2家机构买入，成功率40.51%,4.15,5.0633,4803987.0,11866869.0,7062882.0,18929751.0,35374508.0,13.58036414245,53.512407861616,1.753,1816498865.5,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.06024096,11.08433735,1.20481928,-2.1686747,4803987.0,True,3,True,2.0,0.04803987,0.11866869,0.07062882,中位(3-4板)
000017,000017.SZ,深中华A,20260821,主力做T，成功率19.29%,7.11,10.0619,4599091.67,104887598.01,100288506.34,205176104.35,403808386.0,1.138929212332,50.810263348518,9.4301,3524173953.35,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.9859353,20.95639944,,,4599091.67,True,2,False,,0.0459909167,1.0488759801,1.0028850634,低位(1-2板)
002822,002822.SZ,ST中装,20260701,1家机构买入，成功率35.09%,3.36,5.0,4571853.12,26221242.88,21649389.76,47870632.64,196011379.0,2.332442709869,24.422374294913,1.098,3591660216.48,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-2.67857143,2.08333333,-6.25,-9.22619048,4571853.12,True,7,True,1.0,0.0457185312,0.2622124288,0.2164938976,高位(5板+)
000078,000078.SZ,ST海王,20260702,西藏自治区资金买入，成功率28.13%,1.42,5.1852,4101839.6,15800802.86,11698963.26,27499766.12,128962614.0,3.180642414708,21.323828097963,1.3163,3727806299.68,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.92957746,15.49295775,30.98591549,52.81690141,4101839.6,True,2,False,,0.041018396,0.1580080286,0.1169896326,低位(1-2板)
002323,002323.SZ,*ST雅博,20260601,普通席位买入，成功率41.32%,1.54,4.7619,-4089145.41,28788313.59,32877459.0,61665772.59,318321710.0,-1.284595200874,19.372154224102,3.554,3265556050.68,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-1.94805195,3.24675325,-7.14285714,-7.14285714,4089145.41,True,6,False,,-0.0408914541,0.2878831359,0.32877459,高位(5板+)
002822,002822.SZ,ST中装,20260624,普通席位买入，成功率36.67%,2.63,5.2,4088820.62,6123551.0,2034730.38,8158281.38,7739400.0,52.831235237874,105.412323694343,0.1032,2811329276.59,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.94296578,10.2661597,27.75665399,19.77186312,4088820.62,True,2,False,,0.0408882062,0.06123551,0.020347303799999997,低位(1-2板)
600265,600265.SH,*ST景谷,20260528,普通席位买入，成功率66.67%,23.29,5.0045,3702184.0,5171536.0,1469352.0,6640888.0,5267025.0,70.289850532321,126.084231610824,0.0905,3023042000.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,4.9806784,10.2189781,19.36453413,1.28810648,3702184.0,True,3,False,,0.03702184,0.05171536,0.01469352,中位(3-4板)
000078,000078.SZ,ST海王,20260707,西藏自治区资金买入，成功率28.14%,1.8,9.7561,-3596815.45,39702888.51,43299703.96,83002592.47,606420000.0,-0.593122827413,13.687311182019,8.1257,4725388267.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0,3.33333333,27.22222222,-12.22222222,3596815.45,True,5,False,,-0.0359681545,0.3970288851,0.4329970396,高位(5板+)
600180,600180.SH,*ST瑞茂,20260630,买一主买，成功率45.56%,1.25,5.042,3367737.0,5175298.0,1807561.0,6982859.0,11084102.0,30.383489794663,62.998869912962,0.2012,1358284330.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,4.8,10.4,11.2,25.6,3367737.0,True,3,False,,0.03367737,0.05175298,0.01807561,中位(3-4板)
001258,001258.SZ,立新能源,20260717,主力做T，成功率36.06%,8.27,9.9734,3237583.15000001,102539989.75,99302406.6,201842396.35,822710199.0,0.393526560621,24.533839083962,6.1497,7718569706.43,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.0362757,21.03990326,57.55743652,49.2140266,3237583.15000001,True,2,False,,0.032375831500000105,1.0253998975,0.9930240659999999,低位(1-2板)
603221,603221.SH,爱丽家居,20260723,买一主买，成功率30.00%,12.73,10.0259,3092665.0,3833357.0,740692.0,4574049.0,3833357.0,80.677719294081,119.322280705919,0.0775,3084097100.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.97643362,20.97407698,60.95836606,135.92304241,3092665.0,True,3,False,,0.03092665,0.03833357,0.00740692,中位(3-4板)
600491,600491.SH,ST龙元,20260713,普通席位买入，成功率42.89%,1.23,9.8214,-3012940.23,7823784.0,10836724.23,18660508.23,78267130.0,-3.849560128243,23.842075504749,4.1152,1881602284.65,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.75609756,4.87804878,0.0,1.62601626,3012940.23,True,4,False,,-0.0301294023,0.07823784,0.1083672423,中位(3-4板)
002175,002175.SZ,*ST东智,20260702,普通席位买入，成功率51.67%,2.49,5.0633,2894937.0,4577568.0,1682631.0,6260199.0,4577568.0,63.24181311998,136.75818688002,0.0883,3179184010.23,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.81927711,15.26104418,14.0562249,7.22891566,2894937.0,True,4,False,,0.02894937,0.04577568,0.01682631,中位(3-4板)
600730,600730.SH,*ST高科,20260506,普通席位买入，成功率63.16%,9.42,5.0167,-2859171.16,32105297.0,34964468.16,67069765.16,159973461.0,-1.787278428639,41.925557364793,0.2099,5526299538.84,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,4.98938429,10.1910828,22.08067941,41.507431,2859171.16,True,3,False,,-0.0285917116,0.32105297,0.34964468159999995,中位(3-4板)
002717,002717.SZ,*ST岭南,20260604,普通席位买入，成功率44.87%,1.06,4.9505,2320795.5,6549205.5,4228410.0,10777615.5,48183471.0,4.816580150484,22.367868641095,0.3384,1821667203.96,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,4.71698113,10.37735849,14.1509434,-3.77358491,2320795.5,True,3,False,,0.023207955,0.065492055,0.0422841,中位(3-4板)
603758,603758.SH,秦安股份,20260810,买一主买，成功率41.44%,11.53,10.0191,2002607.7,79102464.91,77099857.21,156202322.12,286582905.0,0.698788261638,54.50510808382,2.5284,4993828044.97,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.97398092,20.98872507,23.33044232,-4.42324371,2002607.7,True,2,False,,0.020026077,0.7910246490999999,0.7709985720999999,低位(1-2板)
603221,603221.SH,爱丽家居,20260721,买一主买，成功率12.12%,10.52,10.0418,1783140.0,2925612.0,1142472.0,4068084.0,2925612.0,60.949298813377,139.050701186624,0.1148,2548680400.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,9.98098859,21.00760456,61.02661597,135.93155894,1783140.0,True,1,False,,0.0178314,0.02925612,0.01142472,低位(1-2板)
603789,603789.SH,ST星农,20260703,买一主买，成功率35.43%,6.35,4.9587,1704125.1,7100361.1,5396236.0,12496597.1,7100362.0,24.000538282414,175.999436366766,0.2496,1651000000.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,10.07874016,0.62992126,6.77165354,-6.61417323,1704125.1,True,4,False,,0.017041251,0.071003611,0.05396236,中位(3-4板)
600381,600381.SH,*ST春天,20260508,普通席位买入，成功率29.86%,4.16,5.0505,1675131.06,16077003.0,14401871.94,30478874.94,123798195.0,1.353114284098,24.619805595712,4.6635,2442172682.56,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.04807692,10.33653846,27.64423077,12.74038462,1675131.06,True,6,False,,0.0167513106,0.16077003,0.1440187194,高位(5板+)
600745,600745.SH,*ST闻泰,20260527,普通席位买入，成功率40.87%,18.75,4.9832,-1370938.71000001,209991471.2,211362409.91,421353881.11,2935237858.0,-0.046706221994,14.355016577672,2.481,23337565912.5,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.01333333,10.24,15.46666667,0.69333333,1370938.71000001,True,3,False,,-0.0137093871000001,2.099914712,2.1136240991,中位(3-4板)
600272,600272.SH,开开实业,20260810,买一主买，成功率55.30%,14.27,10.0231,-1139762.78,43867679.0,45007441.78,88875120.78,432153455.0,-0.26374029105,20.565639300512,3.6902,2319040000.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.02102313,21.02312544,33.35669236,27.1899089,1139762.78,True,3,False,,-0.0113976278,0.43867679,0.4500744178,中位(3-4板)
002207,002207.SZ,*ST准油,20260512,1家机构买入，成功率48.65%,8.77,5.0299,-1063450.0,19896848.0,20960298.0,40857146.0,127449357.0,-0.834409858969,32.057553652468,0.4644,2287320363.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.01710376,10.2622577,15.39338655,-0.68415051,1063450.0,True,6,True,1.0,-0.0106345,0.19896848,0.20960298,高位(5板+)
000004,000004.SZ,国华退,20260626,买一主买，成功率55.83%,0.28,7.6923,1004451.0,1931424.0,926973.0,2858397.0,2971598.0,33.801712075456,96.190568172411,8.9944,35360939.04,退市整理期,10.71428571,21.42857143,60.71428571,64.28571429,1004451.0,True,1,False,,0.01004451,0.01931424,0.00926973,低位(1-2板)
600180,600180.SH,*ST瑞茂,20260702,西藏自治区资金买入，成功率31.43%,1.38,5.3435,955591.0,9003379.0,8047788.0,17051167.0,52383212.0,1.824231396883,32.550823725739,0.3228,1499545900.32,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,1.44927536,11.5942029,1.44927536,16.66666667,955591.0,True,5,False,,0.00955591,0.09003379,0.08047788,高位(5板+)
002822,002822.SZ,ST中装,20260626,1家机构买入，成功率38.25%,2.9,5.0725,-898372.18,14911163.94,15809536.12,30720700.06,118321704.0,-0.759262375058,25.963706590973,3.3443,3099944829.7,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,5.17241379,10.34482759,18.27586207,12.75862069,898372.18,True,4,True,1.0,-0.0089837218,0.1491116394,0.15809536119999998,中位(3-4板)
600537,600537.SH,*ST亿晶,20260615,普通席位买入，成功率54.72%,2.71,5.0388,-794121.92,10461702.0,11255823.92,21717525.92,112366685.0,-0.706723634323,19.327370848397,2.6771,3207867698.78,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.16605166,10.33210332,-2.21402214,-6.27306273,794121.92,True,3,False,,-0.0079412192,0.10461702,0.1125582392,中位(3-4板)
600381,600381.SH,*ST春天,20260515,普通席位买入，成功率49.37%,5.31,4.9407,769165.550000001,22931582.55,22162417.0,45093999.55,246924793.0,0.311497902116,18.262240499276,7.7393,3117292534.71,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,1.31826742,-3.76647834,-11.67608286,7.34463277,769165.550000001,True,11,False,,0.00769165550000001,0.22931582550000001,0.22162417,高位(5板+)
000004,000004.SZ,国华退,20260702,普通席位买入，成功率70.48%,0.41,10.8108,728358.8,2510516.8,1782158.0,4292674.8,3823929.0,19.047393400871,112.258224459711,7.5217,51778517.88,退市整理期,9.75609756,0.0,2.43902439,,728358.8,True,5,False,,0.0072835880000000006,0.025105167999999997,0.01782158,高位(5板+)
